DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,P7481,CLASE,MES,DPTO,fex_c_2011
5352534,1,1,1,90,1,2,1,7,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,44,2049.5972069
5352534,1,2,1,90,1,2,1,20,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,44,2049.5972069
5352535,1,1,1,90,1,2,1,8,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,44,2040.2935159
5352535,1,2,1,90,1,2,1,20,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,44,2040.2935159
5352536,1,1,1,90,1,2,1,10,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,44,2318.3443675
5352536,1,2,1,90,1,3,1,22,2,,1,40,2,,2,,2,,2,,2,,2,,,2,01,44,2318.3443675
5352538,1,1,1,90,1,3,1,6,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,44,1932.3200277
5352538,1,2,1,90,1,2,1,36,2,,1,10,2,,2,,2,,2,,2,,1,6,,2,01,44,1932.3200277
5352538,1,3,1,90,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,24,,2,01,44,1932.3200277
5352538,1,4,1,90,1,1,1,4,2,,1,2,2,,2,,2,,2,,2,,2,,,2,01,44,1932.3200277
5352538,1,5,1,90,1,1,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,,2,01,44,1932.3200277
5352538,1,6,1,90,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1932.3200277
5352539,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1280.5059104
5352540,1,1,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,1,16,,2,01,44,1865.1014587
5352540,1,2,1,90,2,,1,36,2,,2,,2,,2,,2,,2,,2,,1,10,,2,01,44,1865.1014587
5352540,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,14,,2,01,44,1865.1014587
5352541,1,1,1,90,2,,1,34,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,44,1696.0116838
5352541,1,2,1,90,1,10,1,10,2,,1,1,2,,2,,2,,2,,2,,2,,,2,01,44,1696.0116838
5352552,1,1,1,90,1,10,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352552,1,2,1,90,1,10,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352553,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5352553,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5352554,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352554,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352554,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352554,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3741.0952795
5352555,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5352555,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5352555,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,831.35450656
5352578,1,1,1,90,1,8,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2538.4087143
5352578,1,2,1,90,2,,1,29,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,44,2538.4087143
5352579,1,1,1,90,2,,1,30,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,44,2852.4407438
5352579,1,2,1,90,1,8,1,10,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,44,2852.4407438
5352580,1,1,1,90,2,,1,25,2,,1,21,2,,2,,2,,2,,2,,2,,,2,01,44,5010.8418177
5352580,1,6,1,90,1,3,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,5010.8418177
5352580,1,7,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,5010.8418177
5352581,1,1,1,90,2,,1,26,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,1,3,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,1,5,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,2,1,2,90,2,,1,10,2,,1,6,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352581,2,2,2,90,2,,1,25,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,44,3471.9216868
5352582,1,1,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,44,3775.8635048
5352582,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,3775.8635048
5352585,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,3,1,90,2,,2,,1,21,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,5,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,6,1,90,2,,1,35,2,,2,,2,,1,3,2,,2,,2,,2,,,2,01,44,1513.9684934
5352585,1,7,1,90,2,,1,7,2,,2,,2,,1,14,2,,1,10,2,,2,,,2,01,44,1513.9684934
5352587,1,1,1,90,2,,1,14,2,,2,,2,,1,7,2,,2,,2,,2,,,2,01,44,3447.1992875
5352588,1,1,1,90,1,5,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2567.0010665
5352589,1,1,1,90,1,9,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352589,1,2,1,90,1,6,1,30,2,,1,3,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352589,1,3,1,90,1,6,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352589,1,4,1,90,1,6,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352589,1,5,1,90,1,5,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352589,1,6,1,90,1,8,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2810.3400828
5352590,1,1,1,90,1,10,1,8,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,44,3544.1489914
5352590,1,2,1,90,1,12,1,28,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,44,3544.1489914
5352591,1,1,1,90,1,6,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2735.897956
5352591,1,2,1,90,1,6,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2735.897956
5352592,1,1,1,90,2,,1,7,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,44,4170.4218697
5352592,1,2,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,,2,01,44,4170.4218697
5352593,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2567.0010665
5352594,1,1,1,90,1,14,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2735.897956
5352594,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,44,2735.897956
5352601,1,1,1,90,1,6,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,974.0832533
5352603,1,1,1,90,1,10,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352604,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352604,1,2,1,90,1,2,1,24,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352604,1,3,1,90,1,12,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352604,1,4,1,90,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352605,1,1,1,90,1,26,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3583.2011787
5352605,1,2,1,90,1,3,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3583.2011787
5352605,1,3,1,90,1,1,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3583.2011787
5352605,1,4,1,90,1,5,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3583.2011787
5352607,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352607,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352608,1,1,1,90,2,,1,13,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3142.6364947
5352609,1,1,1,90,1,2,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,3142.6364947
5352610,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,2346.1522304
5352610,1,2,1,90,1,2,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,2346.1522304
5352612,1,1,1,90,2,,2,,1,22,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352612,1,2,1,90,1,12,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352612,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,3,1,90,1,2,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,4,1,90,1,12,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,5,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352665,1,6,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352692,1,1,1,90,1,21,1,19,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352693,1,1,1,90,1,18,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,1707.6374648
5352693,1,2,1,90,1,8,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,1707.6374648
5352693,1,3,1,90,1,16,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,1707.6374648
5352694,1,1,1,90,1,18,1,4,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352694,1,2,1,90,1,18,1,30,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352695,1,1,1,90,1,18,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352695,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352696,1,1,1,90,1,10,1,6,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352696,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352696,1,3,1,90,1,1,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352700,1,1,1,90,1,21,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352700,1,2,1,90,1,7,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352701,1,1,1,90,1,7,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352701,1,2,1,90,1,7,1,21,2,,2,,1,7,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352701,1,3,1,90,1,4,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352701,1,4,1,90,1,14,1,7,2,,2,,1,7,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352701,1,5,1,90,1,3,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352702,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,1,2,,2,01,68,967.90384504
5352702,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352702,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352702,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352703,1,1,1,90,1,21,1,14,2,,1,7,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352703,1,2,1,90,2,,1,14,2,,1,7,2,,2,,2,,2,,2,,2,,,2,01,68,967.90384504
5352731,1,1,1,90,1,14,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352731,1,2,1,90,1,10,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352731,1,3,1,90,1,10,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352733,1,1,1,90,1,16,1,7,2,,2,,1,15,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352733,1,2,1,90,1,12,1,38,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352733,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352733,1,4,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352734,1,1,1,90,1,5,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1807.6810315
5352734,1,2,1,90,1,12,1,34,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,15,1807.6810315
5352734,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1807.6810315
5352734,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1807.6810315
5352734,1,7,1,90,2,,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,15,1807.6810315
5352735,1,1,1,90,2,,1,16,2,,2,,1,10,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352735,1,2,1,90,1,10,1,27,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352735,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352735,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352737,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352738,1,1,1,90,1,25,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352738,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352738,1,3,1,90,1,15,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352741,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,796.26692861
5352742,1,1,1,90,1,10,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1404.8247109
5352742,1,2,1,90,1,10,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1404.8247109
5352742,1,3,1,90,1,7,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,15,1404.8247109
5353634,1,1,1,90,2,,1,28,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,70,2063.6912181
5353634,1,2,1,90,2,,1,7,2,,1,25,2,,2,,2,,2,,2,,2,,,2,01,70,2063.6912181
5353635,1,1,1,90,2,,1,3,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,70,2074.8631746
5353635,1,2,1,90,2,,1,26,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,70,2074.8631746
5353636,1,1,1,90,2,,1,25,2,,1,24,2,,2,,2,,2,,2,,2,,,2,01,70,2122.9583041
5353636,1,2,1,90,2,,1,10,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,70,2122.9583041
5353637,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353637,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353637,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353637,1,4,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353638,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1308.9501071
5353638,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1308.9501071
5353638,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1308.9501071
5353638,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1308.9501071
5353639,1,1,1,90,2,,1,30,2,,1,15,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,5,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,6,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353639,1,7,1,90,2,,1,25,2,,1,20,2,,2,,2,,2,,2,,2,,,2,01,70,1099.8391351
5353640,1,1,1,90,2,,1,27,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1458.9199109
5353640,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1458.9199109
5353640,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1458.9199109
5353640,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1458.9199109
5353641,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353641,1,2,1,90,2,,1,26,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353641,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353642,1,1,1,90,2,,1,28,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,5,1,90,2,,1,20,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,7,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353642,1,8,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1593.7647211
5353643,1,1,1,90,2,,1,30,2,,1,28,2,,2,,2,,2,,2,,2,,,2,01,70,2235.7864463
5353644,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1095.0084272
5353644,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1095.0084272
5353645,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1405.1593766
5353645,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1405.1593766
5353645,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1405.1593766
5353645,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1405.1593766
5353645,1,5,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1405.1593766
5353646,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353646,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353646,1,3,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1712.3887494
5353647,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1745.6861304
5353647,1,2,1,90,2,,1,25,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,70,1745.6861304
5353648,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353648,1,2,1,90,2,,1,27,2,,1,5,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353648,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353648,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353649,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1407.4885523
5353649,1,2,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1407.4885523
5353649,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1407.4885523
5353650,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1661.4464319
5353650,1,2,1,90,2,,1,16,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1661.4464319
5353651,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353651,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353651,1,3,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353651,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1836.1920846
5353652,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,4,1,90,2,,1,21,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,7,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353652,1,8,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353654,1,1,1,90,2,,1,12,2,,1,14,2,,2,,2,,2,,2,,2,,,2,01,70,2385.2699234
5353654,1,2,1,90,2,,1,35,2,,1,30,2,,2,,2,,2,,2,,2,,,2,01,70,2385.2699234
5353654,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,2385.2699234
5353655,1,1,1,90,2,,1,28,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,70,1811.4162357
5353655,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1811.4162357
5353656,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1889.9526188
5353656,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1889.9526188
5353656,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1889.9526188
5353657,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353657,1,2,1,90,2,,1,20,2,,2,,1,12,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353657,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353657,1,4,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353657,1,5,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,906.87270569
5353658,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1342.811861
5353658,1,3,1,90,2,,1,24,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,70,1342.811861
5353659,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1735.0222255
5353659,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1735.0222255
5353659,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1735.0222255
5353661,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1291.8795042
5353661,1,2,1,90,2,,2,,2,,1,7,2,,2,,2,,2,,2,,2,,,2,01,70,1291.8795042
5353661,1,3,1,90,2,,1,20,2,,1,16,2,,2,,2,,2,,2,,2,,,2,01,70,1291.8795042
5353662,1,1,1,90,1,7,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1912.5860948
5353662,1,2,1,90,1,7,1,35,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1912.5860948
5353662,1,3,1,90,1,5,1,10,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,1912.5860948
5353663,1,1,1,90,2,,1,2,2,,1,10,2,,2,,2,,2,,2,,2,,,2,01,70,2640.0353784
5353663,1,2,1,90,1,3,1,26,2,,1,12,2,,2,,2,,2,,2,,2,,,2,01,70,2640.0353784
5353663,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,2640.0353784
5353663,1,5,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,2640.0353784
5353663,1,6,1,90,1,4,1,7,2,,2,,2,,2,,2,,2,,2,,2,,,2,01,70,2640.0353784
5353664,1,1,1,90,1,7,1,5,2,,1,4,2,,2,,2,,2,,2,,2,,,2,01,70,1810.2223796
