DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,CLASE,MES,DPTO,fex_c_2011
5384508,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3534.8996117
5384509,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,5155.7836771
5384510,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6310.7578671
5384510,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6310.7578671
5384510,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6310.7578671
5384510,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6310.7578671
5384511,1,1,1,90,2,,1,49,2,,2,,1,14,2,,2,,2,,2,,2,,2,02,63,4380.4702468
5384511,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4380.4702468
5384511,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4380.4702468
5384512,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4599.7555017
5384512,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4599.7555017
5384512,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4599.7555017
5384512,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4599.7555017
5384512,1,5,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4599.7555017
5384513,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6477.3433566
5384514,1,1,1,90,2,,2,,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,63,9094.6907338
5384514,1,2,1,90,2,,1,20,2,,1,60,2,,2,,2,,2,,2,,2,,2,02,63,9094.6907338
5384515,1,1,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,6629.9433482
5384516,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,5396.4342082
5384517,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,2865.6399871
5384517,1,2,1,90,1,8,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,2865.6399871
5384518,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,8246.247659
5384518,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,8246.247659
5384519,1,1,1,90,1,14,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3687.1279958
5384520,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4632.2335312
5384521,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3642.4445861
5384521,1,2,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3642.4445861
5384522,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,1,14,2,,2,02,63,2153.0181722
5384522,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,2153.0181722
5384523,1,1,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4632.2335312
5384524,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4007.0808192
5384524,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4007.0808192
5384525,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,7086.0712974
5384525,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,7086.0712974
5384526,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4615.80876
5384526,1,2,1,90,2,,1,49,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4615.80876
5384526,1,3,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4615.80876
5384527,1,1,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,7360.4527393
5384527,1,2,1,90,2,,1,10,2,,2,,2,,2,,1,3,2,,2,,2,,2,02,63,7360.4527393
5384528,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3010.6077037
5384528,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3010.6077037
5384528,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,3010.6077037
5384529,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4359.1049705
5384529,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4359.1049705
5384529,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4359.1049705
5384529,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4359.1049705
5384529,1,5,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4359.1049705
5384530,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4768.4087516
5384530,1,2,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4768.4087516
5384530,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4768.4087516
5384531,1,1,1,90,2,,1,9,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,9566.8719414
5384532,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,9561.3567897
5384532,1,2,1,90,2,,1,14,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,63,9561.3567897
5384532,1,3,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,9561.3567897
5384533,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4391.0083534
5384533,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,63,4391.0083534
5384533,1,3,1,90,2,,1,15,2,,1,30,2,,2,,2,,2,,2,,2,,2,02,63,4391.0083534
5384613,1,1,1,90,1,6,1,14,2,,2,,1,21,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384613,1,2,1,90,1,5,1,1,2,,2,,1,2,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384613,1,3,1,90,2,,1,14,2,,2,,1,21,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384613,1,4,1,90,1,3,1,14,2,,2,,1,7,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384613,1,5,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384613,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,18,271.46667558
5384627,1,1,1,90,2,,1,49,2,,1,21,2,,2,,2,,2,,1,4,2,,2,02,19,3733.4163515
5384627,1,2,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3733.4163515
5384627,1,3,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3733.4163515
5384628,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1917.95221
5384628,1,2,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1917.95221
5384628,1,3,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1917.95221
5384629,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3763.4287127
5384629,1,2,1,90,2,,1,42,2,,2,,1,14,2,,2,,2,,2,,2,,2,02,19,3763.4287127
5384629,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3763.4287127
5384630,1,1,1,90,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3440.3627232
5384631,1,1,1,90,2,,1,5,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384631,1,2,1,90,1,5,1,21,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384632,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384632,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384634,1,1,1,90,2,,1,5,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,2096.9377802
5384634,1,2,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2096.9377802
5384634,1,3,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2096.9377802
5384635,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3506.0710448
5384635,1,2,1,90,2,,1,42,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,3506.0710448
5384636,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2563.1957399
5384636,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2563.1957399
5384637,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,1,35,2,02,19,2679.8113331
5384637,1,2,1,90,1,5,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384637,1,3,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384637,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384638,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,1,7,2,,2,02,19,1371.0418352
5384638,1,2,1,90,2,,1,49,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384638,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384638,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384639,1,1,1,90,2,,1,14,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384639,1,2,1,90,1,5,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384640,1,1,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,3767.9022187
5384640,1,2,1,90,1,4,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3767.9022187
5384642,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3390.6655447
5384642,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3390.6655447
5384643,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1479.5783602
5384643,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1479.5783602
5384643,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1479.5783602
5384644,1,1,1,90,1,3,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3440.3627232
5384645,1,1,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,1,8,2,,2,02,19,2278.416552
5384645,1,2,1,90,2,,1,35,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,2278.416552
5384646,1,1,1,90,1,35,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384646,1,2,1,90,1,35,1,21,2,,2,,1,7,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384647,1,1,1,90,2,,1,7,2,,1,3,2,,2,,2,,2,,2,,2,,2,02,19,2802.9855959
5384647,1,2,1,90,1,7,1,28,2,,1,12,1,21,2,,2,,2,,2,,2,,2,02,19,2802.9855959
5384647,1,3,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2802.9855959
5384647,1,4,1,90,2,,1,6,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2802.9855959
5384647,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2802.9855959
5384648,1,1,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384648,1,2,1,90,1,1,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384649,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,1,6,2,,2,02,19,1371.0418352
5384649,1,2,1,90,2,,1,49,2,,2,,2,,2,,2,,2,,1,6,2,,2,02,19,1371.0418352
5384649,1,3,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384649,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384650,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2833.4172409
5384650,1,2,1,90,1,6,1,21,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2833.4172409
5384650,1,3,1,90,2,,1,5,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,2833.4172409
5384650,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2833.4172409
5384651,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3167.8823613
5384651,1,2,1,90,1,5,1,22,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3167.8823613
5384651,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3167.8823613
5384652,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,1,8,2,,2,02,19,3231.4624315
5384652,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3231.4624315
5384652,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3231.4624315
5384653,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2888.7116247
5384653,1,2,1,90,1,4,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2888.7116247
5384654,1,1,1,90,1,2,1,14,2,,2,,1,32,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384654,1,2,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2031.2294587
5384655,1,1,1,90,2,,1,5,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,3506.0710448
5384655,1,2,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,3506.0710448
5384656,1,1,1,90,2,,2,,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384656,1,2,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384657,1,1,1,90,1,4,2,,2,,2,,2,,2,,2,,1,7,2,,2,,2,02,19,3506.0710448
5384657,1,2,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,3506.0710448
5384658,1,1,1,90,1,6,2,,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,3297.1707531
5384658,1,2,1,90,2,,1,21,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,3297.1707531
5384658,1,3,1,90,1,2,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,3297.1707531
5384658,1,4,1,90,2,,1,6,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,3297.1707531
5384660,1,1,1,90,2,,1,7,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384660,1,2,1,90,1,3,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2648.5888787
5384661,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4555.288951
5384661,1,2,1,90,2,,1,49,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,4555.288951
5384661,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4555.288951
5384661,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4555.288951
5384662,1,1,1,90,2,,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,1545.2866818
5384662,1,2,1,90,1,10,1,21,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,1545.2866818
5384662,1,3,1,90,1,2,1,6,2,,1,14,2,,2,,2,,2,,2,,2,,2,02,19,1545.2866818
5384662,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1545.2866818
5384663,1,1,1,90,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384663,1,2,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384663,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384663,1,4,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384664,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3180.5551599
5384664,1,2,1,90,2,,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,3180.5551599
5384665,1,1,1,90,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384665,1,2,1,90,2,,1,35,2,,1,21,1,7,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384665,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384665,1,4,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384666,1,1,1,90,1,5,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384666,1,2,1,90,2,,1,21,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384666,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384666,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2679.8113331
5384667,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3972.3290044
5384668,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,1,28,2,,2,,2,02,19,4472.0240635
5384668,1,2,1,90,2,,1,49,2,,1,4,2,,2,,2,,2,,2,,2,,2,02,19,4472.0240635
5384668,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,1,32,2,,2,,2,02,19,4472.0240635
5384668,1,4,1,90,2,,2,,2,,1,14,2,,2,,2,,1,21,2,,2,,2,02,19,4472.0240635
5384668,1,5,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,4472.0240635
5384669,1,1,1,90,1,7,1,28,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384669,1,2,1,90,2,,1,28,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384669,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384669,1,4,1,90,2,,1,28,2,,1,8,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384670,1,1,1,90,1,6,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2105.1258269
5384670,1,2,1,90,2,,1,12,2,,1,6,2,,2,,2,,2,,2,,2,,2,02,19,2105.1258269
5384670,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2105.1258269
5384671,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3972.3290044
5384672,1,1,1,90,2,,1,5,2,,1,7,2,,2,,2,,2,,2,,2,,2,02,19,2533.1833787
5384672,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2533.1833787
5384673,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3699.8486425
5384673,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3699.8486425
5384673,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3699.8486425
5384674,1,1,1,90,2,,2,,2,,1,6,2,,2,,2,,2,,2,,2,,2,02,19,2741.8484201
5384674,1,2,1,90,1,5,1,18,2,,1,10,2,,2,,2,,2,,2,,2,,2,02,19,2741.8484201
5384674,1,3,1,90,2,,1,28,2,,1,35,2,,2,,2,,2,,2,,2,,2,02,19,2741.8484201
5384674,1,4,1,90,2,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2741.8484201
5384674,1,6,1,90,2,,1,14,2,,1,21,2,,2,,2,,2,,2,,2,,2,02,19,2741.8484201
5384676,1,1,1,90,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3231.4624315
5384676,1,2,1,90,2,,1,42,2,,2,,1,4,2,,2,,2,,2,,2,,2,02,19,3231.4624315
5384676,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3231.4624315
5384689,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2729.5085115
5384689,1,2,1,90,2,,1,30,2,,2,,1,21,2,,2,,2,,2,,2,,2,02,19,2729.5085115
5384689,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2729.5085115
5384690,1,1,1,90,1,35,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384690,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384691,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3440.3627232
5384692,1,1,1,90,1,7,1,28,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384692,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3001.5695896
5384693,1,1,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384693,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384693,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1371.0418352
5384694,1,1,1,90,1,5,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1981.5322802
5384694,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1981.5322802
5384694,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1981.5322802
5384695,1,1,1,90,2,,1,3,2,,1,8,2,,2,,2,,2,,2,,2,,2,02,19,2154.8230053
5384695,1,2,1,90,2,,1,35,2,,1,28,2,,2,,2,,2,,2,,2,,2,02,19,2154.8230053
5384696,1,1,1,90,2,,1,1,2,,2,,2,,2,,1,3,2,,2,,2,,2,02,19,1603.1719069
5384696,1,2,1,90,2,,1,42,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,1603.1719069
5384696,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1603.1719069
5384697,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3440.3627232
5384741,1,1,1,90,1,8,1,11,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4992.4134144
5384741,1,2,1,90,1,21,1,40,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4992.4134144
5384742,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,5374.7867272
5384742,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,5374.7867272
5384742,1,3,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,5374.7867272
5384743,1,1,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384743,1,2,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384743,1,3,1,90,1,3,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384744,1,1,1,90,1,14,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2946.1862238
5384745,1,1,1,90,1,12,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384745,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384745,2,1,2,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,3295.8184182
5384746,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,5722.2438117
5384747,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4263.2803983
5384747,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,4263.2803983
5384748,1,1,1,90,1,21,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2946.1862238
5384749,1,1,1,90,1,12,1,12,2,,2,,2,,2,,2,,2,,2,,1,16,2,02,19,3378.4781243
5384749,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,1,24,2,,2,02,19,3378.4781243
5384773,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,906.31478266
5384773,1,2,1,90,2,,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,906.31478266
5384773,1,3,1,90,1,12,1,35,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,906.31478266
5384774,1,1,1,90,2,,1,25,2,,2,,1,15,2,,2,,2,,2,,2,,2,02,19,2445.7514222
5384774,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2445.7514222
5384774,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2445.7514222
5384775,1,1,1,90,2,,1,20,2,,1,15,2,,2,,2,,2,,2,,2,,2,02,19,1934.8657894
5384775,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1934.8657894
5384775,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,1934.8657894
5384775,1,4,1,90,2,,1,25,2,,1,20,2,,2,,2,,2,,2,,2,,2,02,19,1934.8657894
5384776,1,1,1,90,1,10,1,25,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,962.83518261
5384777,1,1,1,90,2,,1,27,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2797.4600223
5384777,1,2,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2797.4600223
5384777,1,3,1,90,2,,1,42,2,,1,12,2,,2,,2,,2,,2,,2,,2,02,19,2797.4600223
5384777,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,2,02,19,2797.4600223
