DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,ESC,MES,DPTO,fex_c_2011
5378109,1,3,1,10,2,2,8,2020,0,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,54,,02,54,356.79758926
5378109,1,4,1,10,1,1,3,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,0,,,54,5,02,54,356.79758926
5378109,1,5,1,10,1,1,10,2017,3,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,356.79758926
5378109,1,6,1,10,6,1,3,1942,78,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,54,2,02,54,356.79758926
5378110,1,1,1,10,1,2,7,1958,62,1,6,,4,3,,3,,,,,1,1,,,,,,1,,,,2,1,,,3,,,2,1,2,,4,8,,,54,8,02,54,354.56246097
5378111,1,1,1,10,1,2,1,1972,49,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,308.26192662
5378111,1,2,1,10,2,1,9,1958,62,2,6,,2,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,308.26192662
5378112,1,1,1,10,1,1,8,1988,32,1,6,,2,2,,2,,1,2,,,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,5,11,2,,54,11,02,54,375.08207813
5378112,1,2,1,10,2,2,3,1994,26,2,6,,2,2,,2,,1,1,,1,1,1,,,,,1,,,,,1,,,3,,,2,1,2,,6,1,2,2,54,12,02,54,375.08207813
5378112,1,3,1,10,2,2,6,2019,1,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,54,,02,54,375.08207813
5378112,1,4,1,10,2,2,5,1952,68,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,2,2,,,,,2,1,2,,3,5,,,54,5,02,54,375.08207813
5378113,1,1,1,10,1,2,5,1996,24,1,6,,4,2,,2,,,,1,,,,,,,,,,,,2,1,,,3,,,2,1,2,,5,10,1,,54,10,02,54,372.63129902
5378113,1,2,1,10,1,2,7,2014,6,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,54,1,02,54,372.63129902
5378113,1,3,1,10,1,1,3,2017,3,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,372.63129902
5378113,1,4,1,10,4,2,8,1978,42,9,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,3,,,54,3,02,54,372.63129902
5378114,1,1,1,10,1,1,6,1945,75,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,3,,,2,2,2,,1,0,,,54,0,02,54,375.32248498
5378115,1,1,1,10,1,2,8,1942,78,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,88000,2,1,2,,3,5,,,68,5,02,68,443.99814414
5378116,1,1,1,10,1,2,1,1957,64,1,6,,6,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,120000,2,1,2,,5,11,2,,68,11,02,68,443.99814414
5378117,1,1,1,10,1,2,4,1947,73,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,5,,,68,5,02,68,443.99814414
5378118,1,1,1,10,1,2,10,1973,47,1,6,,4,3,,2,,,,,,1,1,,,,,,,,,2,2,1,12,,,,2,1,2,,6,3,3,,68,14,02,68,477.00537334
5378118,1,2,1,10,1,2,9,2003,17,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,5,10,1,,68,10,02,68,477.00537334
5378119,1,1,1,10,1,2,2,1981,40,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,200000,2,1,2,,6,6,5,,68,17,02,68,1118.931151
5378119,1,2,1,10,2,1,11,1980,40,2,6,,2,2,,2,,1,1,,,,1,1,,1,,,,,,,1,,,1,3,113566,2,1,2,,6,5,4,,68,16,02,68,1118.931151
5378119,1,3,1,10,1,2,8,2019,1,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,68,,02,68,1118.931151
5378120,1,1,1,10,1,2,8,1942,78,1,6,,4,3,,3,,,,,,,,,,,,,1,,DIFICULTADES ATENCION MEDICA,2,1,,,1,5,,2,1,2,,3,5,,,68,5,02,68,982.50968852
5378120,1,2,1,10,2,1,11,1972,48,3,6,,4,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,3,113566,2,1,2,,5,11,2,,68,11,02,68,982.50968852
5378120,2,1,2,10,1,1,3,1935,85,1,6,,4,3,,3,,,,,,,,,,,,1,,,,2,1,,,1,3,113566,2,1,2,,3,3,,,68,3,02,68,982.50968852
5378121,1,1,1,10,1,2,,,64,1,6,,6,3,,3,,,,,,,,,,,,1,1,,DIFICULTADES EN ATENCION MEDICA,2,1,,,1,2,400000,2,1,2,,6,6,5,,68,17,02,68,887.99628829
5378122,1,1,1,10,1,2,1,1979,42,1,6,,6,3,,2,,,,,,,,,,,,1,,,,2,1,,,1,1,36341,2,1,1,2,6,6,4,,68,17,02,68,916.30814738
5378122,1,2,1,10,2,1,11,2000,20,3,6,,6,2,,1,1,,,,,,1,,,,,,,,,,1,,,1,1,36341,2,1,1,2,6,1,2,2,68,12,02,68,916.30814738
5378122,1,3,1,10,3,2,12,2003,17,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,1,5,10,1,,68,10,02,68,916.30814738
5378122,1,4,1,10,1,2,12,1933,87,5,6,,5,3,,3,,,,,,,,,,,,1,1,,ATENCION MEDICA,,1,,,1,2,110000,2,1,2,,3,5,,,68,5,02,68,916.30814738
5378123,1,1,1,10,1,1,10,1987,33,1,6,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,3,720000,2,1,2,,6,11,5,,68,22,02,68,813.80310217
5378123,1,2,1,10,2,2,2,1985,36,2,6,,3,2,,2,,1,1,,,,1,,,1,,,,,,,1,,,1,3,144000,2,1,2,,6,8,5,,68,19,02,68,813.80310217
5378123,1,3,1,10,3,2,1,1994,27,6,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,68,11,02,68,813.80310217
5378124,1,1,1,10,1,1,9,1984,36,1,6,,2,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,68,11,02,68,638.24774197
5378124,1,2,1,10,2,2,6,1991,29,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,68,11,02,68,638.24774197
5378124,1,3,1,10,1,1,6,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,2,2,,1,0,,,68,0,02,68,638.24774197
5378124,1,4,1,10,1,2,4,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,68,,02,68,638.24774197
5378125,1,1,1,10,3,1,11,1937,83,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,5,,,68,5,02,68,384.90274421
5378125,1,2,1,10,2,2,6,1958,62,2,6,,2,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,68,5,02,68,384.90274421
5378125,1,3,1,10,3,2,11,1971,49,5,6,,4,2,,2,,,,,,,,,,1,,,,,,,1,,,1,3,113600,2,1,2,,6,5,4,,68,16,02,68,384.90274421
5378125,1,4,1,10,4,1,2,2009,12,4,6,,6,2,,1,3,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,2,4,6,,,68,6,02,68,384.90274421
5378126,1,1,1,10,1,2,4,1950,70,1,6,,5,3,,3,,,,1,,,,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,68,5,02,68,443.99814414
5378127,1,1,1,10,1,2,7,1964,56,1,6,,4,3,,3,,,,,1,,1,,,,,,,,,2,1,,,1,3,113600,2,1,2,,5,11,2,,68,11,02,68,443.99814414
5378128,1,1,1,10,1,2,12,1966,54,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,3,113600,2,1,2,,4,9,,,68,9,02,68,453.11347545
5378128,1,2,1,10,2,2,8,1995,25,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,40000,2,1,2,,6,5,4,,68,16,02,68,453.11347545
5378128,1,3,1,10,3,1,12,2003,17,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,68,11,02,68,453.11347545
5378128,1,4,1,10,1,2,10,2012,8,4,6,,,3,,2,,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,68,2,02,68,453.11347545
5378129,1,1,1,10,1,1,1,1972,49,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,72700,2,1,2,,5,11,2,,68,11,02,68,510.90704607
5378129,1,2,1,10,2,2,9,1974,46,2,6,,3,2,,2,,1,1,,,,,,1,,,,,,,,1,,,1,1,36350,2,1,2,,5,11,2,,68,11,02,68,510.90704607
5378130,1,1,1,10,1,1,5,1934,86,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,1,5,,2,1,2,,3,1,,,68,1,02,68,458.96008815
5378130,1,2,1,10,2,2,9,1953,67,2,6,,3,3,,3,,1,1,1,,,,,,,,,,,,,1,,,1,3,113556,2,1,2,,3,2,,,68,2,02,68,458.96008815
5378130,1,3,1,10,3,1,4,1999,21,4,6,,6,2,,2,,,,,,,1,,,,,,,,,,2,1,24,,,,2,1,2,,5,11,2,,68,11,02,68,458.96008815
5378130,1,4,1,10,4,1,10,1960,60,5,6,,6,3,,2,,,,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,68,11,02,68,458.96008815
5378131,1,1,1,10,1,2,12,1966,54,1,6,,4,3,,2,,,,,,,,,,1,,,,,,2,1,,,1,5,,2,1,2,,5,11,2,,68,11,02,68,329.69669992
5378131,1,2,1,10,2,2,1,1996,25,3,6,,4,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,68,11,02,68,329.69669992
5378132,1,1,1,10,1,1,1,1944,77,1,6,,5,3,,3,,,,,,,1,,,,,,,,,2,1,,,3,,,2,2,2,,1,0,,,76,0,02,76,1021.953736
5378133,1,1,1,10,1,2,11,1954,66,1,6,,4,3,,3,,,,,,,1,1,,1,,,,,,2,1,,,3,,,2,1,2,,3,3,,,76,3,02,76,1811.2599889
5378133,1,2,1,10,2,1,10,1992,28,3,6,,2,2,,1,1,1,3,,,,,,,,,,,1,,,1,,,1,1,44000,2,1,2,,4,9,,,76,9,02,76,1811.2599889
5378133,1,3,1,10,3,2,9,1997,23,5,6,,2,2,,2,,1,2,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,3,5,,,76,5,02,76,1811.2599889
5378133,1,4,1,10,3,1,7,2016,4,4,6,,,1,2,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,2,2,,1,0,,,76,0,02,76,1811.2599889
5378133,1,5,1,10,3,1,10,2018,2,4,6,,,1,2,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,76,,02,76,1811.2599889
5378134,1,1,1,10,1,1,2,1956,65,1,6,,2,3,,3,,1,2,,,,,1,,1,,1,,,,2,1,,,3,,,2,1,2,,3,2,,,76,2,02,76,959.64808108
5378134,1,2,1,10,2,2,6,1959,61,2,6,,2,3,,3,,1,1,,,,,1,,,,1,,,,,1,,,3,,,2,1,2,,3,5,,,76,5,02,76,959.64808108
5378134,2,1,2,10,1,1,9,1989,31,1,6,,2,2,,2,,1,2,,,,,,,,,,,1,,1,1,,,3,,,2,1,2,,5,11,2,,76,11,02,76,959.64808108
5378134,2,2,2,10,2,2,9,1999,21,2,6,,2,2,,2,,1,1,,,,,1,,1,,1,,,,,2,2,,,,,1,1,2,,5,11,2,,76,11,02,76,959.64808108
5378134,2,3,2,10,2,2,10,2012,8,3,6,,,2,,1,2,,,,,,,,,,,,,,,,2,2,,,,,2,1,1,1,3,1,,,76,1,02,76,959.64808108
5378135,1,1,1,10,2,1,10,1993,27,1,6,,3,2,,2,,1,2,,,,,,1,,,,,,,2,1,,,1,1,36300,2,1,2,,5,11,2,,76,11,02,76,1866.6268877
5378135,1,2,1,10,2,2,4,1993,27,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,76,11,02,76,1866.6268877
5378135,1,3,1,10,2,1,6,2016,4,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,76,0,02,76,1866.6268877
5378135,1,4,1,10,2,1,12,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,76,,02,76,1866.6268877
5378504,1,1,1,10,1,1,3,1991,29,1,6,,6,3,,2,,,,,,,,,,,,1,,,,2,1,,,1,1,92000,2,1,1,1,6,7,3,,05,18,02,05,1174.6509521
5378505,1,1,1,10,1,1,2,1932,89,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,3,2,,,05,2,02,05,1056.6532338
5378505,1,2,1,10,2,2,6,1936,84,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,2,,,05,2,02,05,1056.6532338
5378506,1,1,1,10,1,2,10,1962,58,1,6,,2,3,,3,,1,2,,,1,,1,,,,1,,,,1,1,,,3,,,2,1,2,,5,11,2,,05,11,02,05,972.91313126
5378506,1,2,1,10,2,1,7,1959,61,2,6,,2,3,,3,,1,1,,,1,,1,,1,,1,,,,,2,1,14,,,,2,1,2,,3,5,,,05,5,02,05,972.91313126
5378506,1,3,1,10,3,2,7,1986,34,3,6,,6,2,,1,1,,,,,,,1,,,,,,,,,1,,,1,5,,2,1,2,,6,2,3,,05,13,02,05,972.91313126
5378506,1,4,1,10,4,1,10,2000,20,3,6,,6,1,2,1,1,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,2,6,2,2,2,05,13,02,05,972.91313126
5378507,1,1,1,10,1,2,9,1985,35,1,6,,6,3,,2,,,,,1,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,6,5,4,,05,16,02,05,1339.9417693
5378507,1,2,1,10,1,2,12,2013,7,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,3,0,,,05,0,02,05,1339.9417693
5378508,1,1,1,10,1,1,3,1982,38,1,6,,2,2,,2,,1,2,1,,,,,,,,,,,,2,1,,,1,1,88000,2,1,2,,6,3,3,,05,14,02,05,1255.4940552
5378508,1,2,1,10,2,2,10,1987,33,2,6,,2,3,,3,,1,1,1,,,,,,1,,,,,,,1,,,1,5,,2,1,2,,6,1,3,,05,12,02,05,1255.4940552
5378508,1,3,1,10,2,1,7,2013,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,2,,,05,2,02,05,1255.4940552
5378509,1,1,1,10,1,2,7,1939,81,1,6,,2,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,3,,,2,1,2,,3,5,,,05,5,02,05,933.20162814
5378509,1,2,1,10,2,1,11,1941,79,2,6,,2,3,,3,,1,1,,,,,,,,,1,,,,,1,,,3,,,2,1,2,,3,4,,,05,4,02,05,933.20162814
5378509,1,3,1,10,3,2,1,1964,57,3,6,,4,1,2,1,1,,,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,4,6,,,05,6,02,05,933.20162814
5378509,1,4,1,10,4,2,10,2007,13,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,05,6,02,05,933.20162814
5378510,1,1,1,10,1,2,4,1952,68,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,480000,2,1,2,,6,6,5,,05,17,02,05,1069.9291557
5378511,1,1,1,10,1,1,4,1981,39,1,6,,2,3,,2,,1,2,,,,1,,,,,1,,,,1,1,,,2,2,145000,2,1,2,,6,2,3,,05,13,02,05,2706.7051665
5378511,1,2,1,10,2,2,12,1987,33,2,5,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,3,113565,2,1,2,,6,6,5,,05,17,02,05,2706.7051665
5378511,1,3,1,10,1,2,8,2016,4,3,5,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,05,0,02,05,2706.7051665
5378512,1,1,1,10,1,1,1,1944,77,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,72700,2,1,2,,6,3,3,,05,14,02,05,2580.1292647
5378512,1,2,1,10,2,2,3,1944,76,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,3,3,,05,14,02,05,2580.1292647
5378512,1,3,1,10,3,2,7,1968,52,6,6,,6,3,,3,,,,,,,1,,,,,,,,,,1,,,1,1,36300,2,1,2,,5,11,2,,05,11,02,05,2580.1292647
5378512,1,4,1,10,4,2,2,1967,54,6,6,,4,3,,3,,,,,,,1,,,,,,,,,,1,,,1,1,36300,2,1,2,,3,3,,,05,3,02,05,2580.1292647
5378513,1,1,1,10,1,2,5,1954,66,1,6,,6,3,,1,2,,,,,,,,,,,,1,,SIN ATENCION EN LA EPS,2,1,,,1,2,540000,2,1,2,,6,9,5,,05,20,02,05,978.61817318
5378513,1,2,1,10,1,2,2,1931,89,5,6,,4,3,,3,,,,,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,3,2,,,05,2,02,05,978.61817318
5378514,1,1,1,10,1,2,5,1971,49,1,6,,3,2,,2,,1,2,,,1,1,,,,,,,,,2,1,,,1,1,400000,2,1,2,,6,7,5,,05,18,02,05,3229.037638
5378514,1,2,1,10,2,1,10,1977,43,2,6,,3,2,,2,,1,1,,,,1,,,,,,,,,,1,,,1,1,200000,2,1,2,,6,5,4,,05,16,02,05,3229.037638
5378515,1,1,1,10,1,1,4,1980,40,1,6,,2,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,3,113600,2,1,1,1,6,2,3,,05,13,02,05,1044.2052561
5378515,1,2,1,10,2,2,4,1986,34,2,6,,2,2,,2,,1,1,1,,,1,,,,,1,,,,,1,,,1,1,72000,2,1,2,,6,3,3,,05,14,02,05,1044.2052561
5378515,1,3,1,10,3,2,2,2009,12,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,6,,,05,6,02,05,1044.2052561
5378516,1,1,1,10,1,1,9,1977,43,1,6,,3,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,400000,2,1,2,,6,6,5,,05,17,02,05,3229.037638
5378516,1,2,1,10,2,2,2,1988,33,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,150000,2,1,2,,6,7,5,,05,18,02,05,3229.037638
5378517,1,1,1,10,1,1,4,1981,39,1,6,,1,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,1,240000,2,1,1,2,6,5,4,,05,16,02,05,3229.037638
5378517,1,2,1,10,2,2,4,1994,26,2,6,,1,2,,2,,1,1,,,,1,,,,1,,,,,,1,,,1,1,200000,2,1,1,2,6,8,5,,05,19,02,05,3229.037638
5378518,1,1,1,10,1,1,1,1957,64,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,3,875000,2,1,2,,6,5,4,,05,16,02,05,3169.9597015
5378518,1,2,1,10,2,2,6,1954,66,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,2,600000,2,1,2,,6,5,4,,05,16,02,05,3169.9597015
5378519,1,1,1,10,1,1,7,1942,78,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,2,2,232000,2,1,2,,5,11,2,,05,11,02,05,3169.9597015
5378519,1,2,1,10,2,2,11,1950,70,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,2,5,,2,1,2,,3,2,,,05,2,02,05,3169.9597015
5378520,1,1,1,10,1,2,11,1986,34,1,6,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,1,200000,2,1,2,,6,7,5,,05,18,02,05,3229.037638
5378520,1,2,1,10,2,1,8,1986,34,2,6,,3,2,,2,,1,1,,1,1,1,,,,,1,,,,,1,,,1,3,200000,2,1,2,,6,5,4,,05,16,02,05,3229.037638
5378521,1,1,1,10,1,2,1,1988,33,1,6,,3,2,,2,,1,2,,,,,1,,,,,,,,1,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,2152.6917586
5378521,1,2,1,10,2,1,9,1985,35,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,3,113565,2,1,2,,6,5,4,,05,16,02,05,2152.6917586
5378522,1,1,1,10,1,2,4,1945,75,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,2,400000,2,1,2,,5,11,2,,05,11,02,05,3209.7874671
5378523,1,1,1,10,1,2,9,1967,53,1,6,,4,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,5,,2,1,2,,6,3,3,,05,14,02,05,1030.7944422
5378523,1,2,1,10,2,2,11,1998,22,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,48000,1,1,1,1,6,6,3,,05,17,02,05,1030.7944422
5378524,1,1,1,10,1,1,4,1946,74,1,6,,3,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,1,3,98,2,1,2,,6,6,5,,05,17,02,05,3169.9597015
5378524,1,2,1,10,2,2,5,1955,65,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,6,5,,05,17,02,05,3169.9597015
5378525,1,1,1,10,1,1,5,1989,31,1,6,,6,2,,2,,,,,,,1,,,,,,,,,2,1,,,1,1,84000,2,1,2,,6,7,5,,05,18,02,05,1174.6509521
5378526,1,1,1,10,1,1,10,1980,40,1,6,,3,2,,2,,1,2,,,1,1,1,,,,1,,,,2,1,,,1,3,140000,2,1,2,,6,5,4,,05,16,02,05,3766.4821656
5378526,1,2,1,10,2,2,4,1987,33,2,6,,3,2,,2,,1,1,,,,1,,,,,1,,,,,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,3766.4821656
5378526,1,3,1,10,2,1,6,2018,2,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,3766.4821656
5378527,1,1,1,10,1,2,12,1986,34,1,6,,3,2,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,200000,2,1,2,,6,7,5,,05,18,02,05,3229.037638
5378527,1,2,1,10,2,1,2,1984,37,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,225000,2,1,2,,6,5,4,,05,16,02,05,3229.037638
5378529,1,1,1,10,1,1,6,1954,66,1,6,,3,3,,3,,1,2,,,,,,,,,1,,,,2,1,,,1,2,200000,2,1,2,,4,9,,,05,9,02,05,1056.6532338
5378529,1,2,1,10,2,2,8,1954,66,2,6,,3,3,,3,,1,1,,,,,,,,,1,,,,,1,,,1,2,200000,2,1,2,,4,9,,,05,9,02,05,1056.6532338
5378530,1,1,1,10,1,1,4,1983,37,1,6,,3,2,,2,,1,2,,,,1,1,,,,,,,,2,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,3229.037638
5378530,1,2,1,10,2,2,9,1985,35,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,280000,2,1,2,,6,7,5,,05,18,02,05,3229.037638
5378531,1,1,1,10,5,1,11,1961,59,1,6,,3,3,,3,,1,2,,,1,1,,,,,1,,,,2,1,,,3,,,2,1,2,,3,4,,,05,4,02,05,985.1697889
5378531,1,2,1,10,5,2,7,1962,58,2,6,,3,3,,2,,1,1,1,,,,,,1,,1,,,,,1,,,1,5,,2,1,2,,3,3,,,05,3,02,05,985.1697889
5378531,1,3,1,10,3,1,9,1986,34,3,6,,6,1,1,1,2,,,1,,,,,,,1,1,,,,,1,,,1,1,44000,2,1,1,2,6,0,2,2,05,11,02,05,985.1697889
5378531,1,4,1,10,4,1,7,1988,32,3,6,,6,1,1,1,2,,,1,,,,,,,,1,,,,,1,,,1,1,100000,2,1,2,,6,6,5,,05,17,02,05,985.1697889
5378531,1,5,1,10,5,2,12,1993,27,3,6,,6,1,1,1,2,,,1,,,,,,1,,1,,,,,1,,,1,1,36341,2,1,2,,6,3,3,,05,14,02,05,985.1697889
5378533,1,1,1,10,1,1,9,1953,67,1,6,,2,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,1,5,,2,1,2,,3,2,,,05,2,02,05,1427.9138548
5378533,1,2,1,10,2,2,1,1958,63,2,6,,2,3,,3,,1,1,,,1,1,,,,,1,,,,,1,,,1,2,72682,2,1,2,,4,6,,,05,6,02,05,1427.9138548
5378533,1,3,1,10,3,2,5,1990,30,3,6,,2,1,1,1,2,1,4,1,,,,,,,,1,,,,,1,,,1,5,,2,1,2,,5,11,2,,05,11,02,05,1427.9138548
5378533,1,4,1,10,4,1,10,1985,35,5,6,,2,2,,2,,1,3,,,,1,,,1,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,05,11,02,05,1427.9138548
5378533,1,5,1,10,3,2,5,2013,7,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,1,,,05,1,02,05,1427.9138548
5378533,1,6,1,10,3,1,9,2020,0,4,6,,,1,4,1,3,,,,,,,,,,,,,,,,1,,,1,5,,2,,,,,,,,05,,02,05,1427.9138548
5378534,1,1,1,10,1,2,2,1956,65,1,6,,6,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,3,113600,2,1,2,,4,9,,,05,9,02,05,1056.6532338
5378534,1,2,1,10,2,1,2,1964,56,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,1,1,44000,2,1,2,,4,9,,,05,9,02,05,1056.6532338
5378535,1,1,1,10,1,2,9,1995,25,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,60000,2,1,1,2,6,6,4,,05,17,02,05,1062.9350654
5378536,1,1,1,10,1,1,4,1979,41,1,6,,3,2,,2,,1,2,,,1,1,,,,,1,,,,1,1,,,1,1,100000,2,1,2,,6,5,4,,05,16,02,05,1255.4940552
5378536,1,2,1,10,2,2,7,1982,38,2,6,,3,2,,2,,1,1,1,,,,1,,1,,1,,,,,1,,,1,5,,2,1,2,,6,5,4,,05,16,02,05,1255.4940552
5378536,1,3,1,10,3,1,8,2011,9,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,3,,,05,3,02,05,1255.4940552
5378537,1,1,1,10,1,1,7,1967,53,1,6,,3,2,,2,,1,2,,1,1,1,1,,1,,1,,,,1,1,,,1,3,113565,2,1,2,,5,11,2,,05,11,02,05,1044.2052561
5378537,1,2,1,10,2,2,9,1969,51,2,6,,3,3,,2,,1,1,,,1,1,,,,,1,,,,,1,,,1,5,,2,1,2,,6,1,3,,05,12,02,05,1044.2052561
