DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6037011;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;1;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;3;8;;10;;2;;;;;;;;;;;;1;2;2;1;0;30;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;;1;;62;01;1;12;8;0123;800000;17;2006.7044412;
6037012;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;1;;1;;2;700000;2;;;1;394000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;7;;2;;2;;;;;;1;;;;;;;2;2;1;0;3;1;;3;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;2;2;2;2;1;3;10;2;;1;1;53;56;1;12;1;5611;1094000;17;4193.4320866;
6037013;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;1;;1;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;2;;7;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;8;8;;1;;95;41;1;12;1;4111;700000;17;1377.5266207;
6037014;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;0;;1;;2;800000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;3;48;;.;48;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;60;5;;1;;93;43;1;12;1;4330;950000;17;3210.0863145;
6037014;1;3;1;60;;1;17;1;1;;;1;;1;2;2;2;1;;1;;2;690000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;20;2;;20;;;;3;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;3;1;;1;2;;;;;;;;2;;;;1;2;1;2;1;2;2;1;2;2;;2;1;2;2;1;2;2;1;3;15;5;;1;1;95;41;1;12;1;4111;690000;17;3210.0863145;
6037015;1;1;1;60;;1;17;1;2;1;;1;;1;1;2;1;24;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;6;1;;;;;;;;;1;1;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;30;5;;1;;58;35;1;12;1;3513;908526;17;1377.5266207;
6037016;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;4;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;35;2;;35;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;36;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;2;5;;1;;45;47;1;12;1;4719;600000;17;4663.0555808;
6037017;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;4;;1;;2;600000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;60;;.;60;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;16;12;1;;2;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;1;1;3;10;3;;1;1;77;56;1;12;1;5619;800000;17;6732.6181596;
6037019;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;6;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;96;;.;96;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;14;11;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;5;;1;;40;47;1;12;1;4724;1000000;17;2652.4571314;
6037020;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;2;;1;;2;480000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;55;;.;55;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;25;8;;1;;61;01;1;12;8;0123;480000;17;1377.5266207;
6037022;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;3;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;20;5;;1;;62;01;1;12;8;0124;1000000;17;1377.5266207;
6037024;1;1;1;60;;1;17;1;2;1;;1;;1;1;2;1;5;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;4;9;;1;;1;1;1;5;1;;;;;;;;;1;2;1;0;1;8;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;1;;1;;95;42;1;12;1;4210;908526;17;4839.5564153;
6037025;1;5;1;60;;1;17;1;1;;;1;;1;2;2;2;2;;1;;2;880000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;4;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;;1;;61;01;1;12;8;0123;880000;17;2982.7034629;
6037026;1;1;1;60;;1;17;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;170000;1;;3;;5;1;12;12;2;;12;;;;1;2;;1;;2;;;;;;;;;;1;VIVE DE LA PENSION;;2;2;1;99;100;8;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;10;DE LA PENSION;1;;55;81;1;12;4;8121;170000;17;1377.5266207;
6037026;1;2;1;60;;1;17;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;600000;1;;3;;1;1;12;50;;.;50;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;1;8;;3;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;1;1;11;17;9;;1;1;95;41;1;12;4;4111;600000;17;1377.5266207;
6037027;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;1;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;2;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;30;5;;1;;62;01;1;12;8;0124;600000;17;2652.4571314;
6037028;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;12;;1;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;7;;3;;2;;;;;;1;;;;;;;2;2;1;3;18;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;12;3;;1;;79;14;1;12;1;1410;700000;17;2123.8695077;
6037028;1;2;1;60;;1;17;1;1;;;1;;2;2;2;2;8;;1;;2;140000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;10;2;;10;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;12;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;11;3;;1;;33;47;1;12;1;4711;140000;17;2123.8695077;
6037029;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;30;;1;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;55;;.;55;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;28;3;;1;;62;01;1;12;8;0123;700000;17;3011.8628405;
6037030;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;3;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;5;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;5;;1;;62;01;1;12;8;0123;600000;17;1377.5266207;
6037031;1;1;1;60;;1;17;1;2;1;;1;;1;1;2;1;7;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35200;2;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;8;;1;;1;1;1;5;1;;;;;;;;;1;1;1;0;12;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;5;;1;;62;01;1;12;1;0121;908526;17;4560.4594707;
6037031;1;2;1;60;;1;17;1;2;2;4;2;4;1;1;2;1;15;;3;;2;1100000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35200;2;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;54;18;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;5;;1;;58;85;1;12;1;8530;1100000;17;4560.4594707;8010
6037032;1;1;1;60;;1;17;1;2;1;;1;;1;1;1;1;24;;5;;1;2700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1350000;1;2700000;1;1350000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;0;84;2;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;8;1;;1;;20;84;1;12;2;8412;2700000;17;2006.7044412;
6037034;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;12;;1;;2;860000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;62;01;1;12;8;0123;860000;17;3011.8628405;
6037037;1;3;1;60;;1;17;1;2;1;;2;1;1;2;2;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;1500000;1;;3;;4;1;12;48;;.;48;;;;5;7;;1;;1;2;2;10;1;;;;;;;;;1;2;1;0;6;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;5;;1;;59;87;1;12;4;8730;1500000;17;1377.5266207;7810
6037038;1;1;1;60;;1;17;2;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;600000;1;;3;;3;2;9;50;;.;50;;;;1;7;;3;;2;;;;;;;;;;;;1;2;2;1;11;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;84;45;1;12;4;4520;600000;17;1661.4896843;
6037039;1;1;1;60;;1;17;2;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;50000;1;;3;;1;1;12;7;1;;4;6;;2;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;7;36;4;;2;2;;;;;;;;1;40;2;1;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;14;;3;;1;1;97;47;1;12;4;4711;50000;17;1377.5266207;
6037039;1;2;1;60;;1;17;1;2;2;6;1;;1;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;;1;;3;;3;2;12;40;;.;40;;;;8;7;;1;;1;1;2;12;1;;;;;;;;;1;2;1;2;12;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;70;3;;1;;02;26;1;12;4;2651;;17;1377.5266207;
6037042;1;1;1;60;;1;17;1;2;1;;1;;1;1;2;1;6;;1;;2;908526;1;112000;2;2;;2;;1;150000;2;;2;;;1;106456;2;1;105600;2;2;;;2;;;2;;;1;80000;2;;2;;2;;2;;1;4;;;;;;;;;;;;;;;;;;;;6;60;;.;64;;;;9;8;;1;;1;2;1;6;1;;;;;;;;;1;1;1;14;96;4;;2;1;17;8;4;;70000;1;5;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;70;1;;1;;61;42;1;12;1;4210;978526;17;12535.492248;
6037043;1;1;1;60;;1;17;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;2;7;;2;;;2;100000;1;;3;;6;2;3;40;;.;40;;;;2;7;;2;;2;;;;;;1;;;;;;;2;2;1;99;1;1;;1;1;17;4;4;;2500000;1;5;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;11;100;2;;1;;41;47;1;12;4;4759;2600000;17;4560.4594707;
6037045;1;1;1;60;;1;17;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;350000;1;;3;;3;2;12;40;;.;40;;;;1;4;;1;;3;;;;;;;;;;;;;2;2;1;99;140;2;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;8;10;DE LA PENSION;;;98;49;1;12;4;4921;350000;17;3011.8628405;
6037046;1;1;1;60;;1;17;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;700000;1;;3;;3;2;12;60;;.;60;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;3;120;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;5;;1;;41;47;1;12;4;4729;700000;17;2652.4571314;
6037048;1;1;1;60;;1;17;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;180000;1;;3;;1;1;12;4;1;;4;;;;1;2;;7;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;1;2;;;;;;;;1;50;2;1;2;;;;;;;;;;;;;1;2;2;2;1;1;3;7;3;;1;;41;47;1;12;4;4772;180000;17;1377.5266207;
6037049;1;1;1;60;;1;17;2;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;80000;1;;3;;1;2;12;22;1;;22;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;6;24;4;;2;1;17;9;1;;110000;2;6;1;35;2;1;2;;;;;;;;;;;;;1;1;2;2;1;1;3;10;5;;1;;97;53;1;12;4;5320;190000;17;3011.8628405;
6037050;1;1;1;60;;1;17;2;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;2;0;1;7;;2;;;2;300000;1;;3;;3;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;30;5;;1;;61;01;1;12;4;0123;300000;17;1918.2992834;
6037050;1;2;1;60;;1;17;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;2;250000;1;;3;;3;2;12;20;2;;20;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;8;80;4;;2;1;17;16;4;;160000;1;2;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;54;55;1;12;4;5590;410000;17;1918.2992834;
6037051;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;4;;1;;2;860000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;4;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;5;;1;;61;01;1;12;8;0123;860000;17;1661.4896843;
6037052;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;0;;1;;2;400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;50;;.;50;;;;2;2;;11;;2;;;;;;;;;;;;1;2;2;1;6;1;1;;7;2;;;;;;;;1;40;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;1;3;15;3;;1;1;93;43;1;12;1;4330;400000;17;1377.5266207;
6037052;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;16;;1;;2;580000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;4;90;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;13;3;;1;;45;47;1;12;1;4719;580000;17;1377.5266207;
6037054;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;10;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;50;;.;50;;;;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;2;4;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;15;60;5;;1;;62;01;1;12;8;0123;800000;17;5367.6760468;
6037055;1;1;1;60;;1;17;2;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;1200000;1;;3;;1;2;12;40;;.;40;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;200;5;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;9;;1;;61;01;1;12;4;0141;1200000;17;2006.7044412;
6037055;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;12;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;80;100;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;8;3;;1;;45;47;1;12;1;4719;600000;17;2006.7044412;
6037056;1;1;1;60;;1;17;2;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;680000;1;;3;;3;2;12;55;;.;55;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;41;47;1;12;4;4723;680000;17;2652.4571314;
6037057;1;2;1;60;;1;17;1;1;;;1;;1;2;2;2;0;;1;;2;600000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;3;8;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;5;;1;;62;01;1;12;8;0123;800000;17;1377.5266207;
6037057;1;3;1;60;;1;17;1;1;;;1;;1;2;2;2;3;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;55;;.;55;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;5;2;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;;1;;95;41;1;12;1;4111;1200000;17;1377.5266207;
6037058;1;1;1;60;;1;17;1;1;;;1;;1;2;2;2;4;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;4;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;5;;1;;62;01;1;12;8;0124;800000;17;2711.3249072;
6037058;1;3;1;60;;1;17;1;1;;;1;;1;2;2;2;4;;1;;2;800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;5;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;8;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;;1;;62;01;1;12;8;0123;800000;17;2711.3249072;
6037058;1;4;1;60;;1;17;1;1;;;1;;1;2;2;2;12;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;5;;1;;97;47;1;12;1;4711;908526;17;2711.3249072;
6037059;1;1;1;60;;1;17;1;2;1;;1;;1;1;2;1;60;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;5;6;;1;;1;2;1;5;1;;;;;;;;;1;1;1;1;36;8;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;4;;1;;99;38;1;12;1;3811;908526;17;1661.4896843;
6037060;1;2;1;60;;1;17;1;2;1;;1;;1;1;2;1;55;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35200;2;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;6;1;;8;2;;;;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;1;1;1;2;1;2;1;1;3;10;1;;1;1;59;92;1;12;1;9200;908526;17;1377.5266207;
6037062;1;2;1;60;;1;44;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;300000;1;;3;;1;2;12;50;;.;30;6;;2;2;9;;2;;2;;;;;;;;;1;;;;2;2;1;0;15;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;1;1;1;2;;1;1;2;2;1;2;2;1;3;12;3;;1;1;95;41;1;12;4;4111;300000;44;1226.2598834;
6037063;1;1;1;60;;1;44;2;;;;;;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;500000;1;;3;;1;2;8;54;;.;54;;;;1;9;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;1;1;12;10;9;;1;1;95;41;1;12;4;4112;500000;44;964.04072252;
