DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6052687;1;1;1;60;;1;25;2;;;;;;;;;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;900000;1;;3;;10;2;12;42;;.;42;;;;1;6;;2;;2;;;;;;1;1;;;;;;2;2;1;0;72;4;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;15;2;;1;;41;47;1;12;4;4721;900000;25;2908.5964153;
6052696;1;1;1;60;;1;25;1;2;1;;2;1;1;1;2;1;1;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;78000;2;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;5;;1;;1;2;1;6;;;;;;;;;1;2;2;1;0;7;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;45;47;1;12;1;4721;908526;25;4452.8934009;7810
6052697;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;1;;4;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;6;4;;1;;1;1;1;13;1;;;;;;;;;1;1;1;12;18;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;8;;1;;98;46;1;12;1;4631;908526;25;4370.2849276;
6052698;1;3;1;60;;1;25;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;1000000;1;;1;;11;2;12;30;1;;5;6;;2;1;1;;5;;2;;;;;;;;;;;;1;2;2;1;0;144;4;;13;2;;;;;;;;1;20;2;2;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;19;74;1;12;4;7490;1000000;25;2381.4372692;
6052699;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;60;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;44;;.;44;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;8;;1;;62;01;1;12;8;0113;1200000;25;4860.8764619;
6052722;1;1;1;60;;1;25;1;2;2;1;1;;2;2;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;1;2000000;1;;3;;3;1;5;48;;.;48;;;;9;7;;1;;1;2;2;2;1;;;;;;;;;1;2;1;8;12;4;;8;2;;;;;;;;1;16;2;1;1;1;1;2;1;2;2;1;2;2;;2;1;2;2;1;2;2;1;3;15;2;;1;1;33;86;1;12;4;8610;2000000;25;4860.8764619;
6052724;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;6;;1;;2;1050000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;48;;.;48;;;;2;8;;1;;1;1;1;1;;;;;;;;;1;1;2;1;3;5;4;;8;2;;;;;;;;2;;;;1;1;1;2;1;1;2;1;1;2;;1;1;1;2;1;2;2;1;8;15;8;;1;1;62;01;1;12;1;0141;1050000;25;5856.2851948;
6052726;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;26;;1;;2;908526;2;;;2;;2;;1;400000;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;1;1;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;60;8;;1;;62;01;1;12;1;0125;908526;25;3653.3344916;
6052727;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;144;;2;;2;908526;2;;;2;;2;;1;100000;2;;2;;;2;;;1;78000;2;2;;;2;;;2;;;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;8;;1;;1;1;1;12;1;;1;;;;;;;1;1;1;0;84;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;90;8;;1;;95;01;1;12;1;0125;908526;25;4529.5671394;
6052727;1;2;1;60;;1;25;1;2;1;;1;;1;1;2;1;36;;2;;2;908526;2;;;2;;2;;1;300000;2;;2;;;2;;;1;45000;2;2;;;2;;;2;;;1;893000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;8;;1;;1;2;1;28;1;;1;;;;;;;1;1;1;1;6;8;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;150;8;;1;;62;01;1;12;1;0125;908526;25;4529.5671394;
6052728;1;1;1;60;;1;25;2;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;1200000;1;;1;;1;2;12;44;;.;0;1;;2;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;0;96;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;30;3;;1;;95;41;1;12;4;4112;1200000;25;2339.3342073;
6052728;1;2;1;60;;1;25;1;2;2;6;1;;1;1;2;1;12;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;1;39000;2;2;;;2;;;2;;;2;;1;893000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;2;1;1;1;;;;;;;;;1;1;1;0;300;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;;1;;55;49;1;12;1;4921;908526;25;2339.3342073;
6052728;1;3;1;60;;1;25;1;2;2;6;1;;1;1;2;1;5;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;5;;1;;1;2;1;0;1;;;;;;;;;1;1;1;0;8;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;;1;;45;47;1;12;1;4729;908526;25;2339.3342073;
6052729;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;2;1500000;1;;3;;4;1;12;40;;.;40;;;;2;4;;2;;2;;;;;;;;;;;;1;2;2;1;3;36;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;15;3;;1;;98;49;1;12;4;4923;1500000;25;5148.161858;
6052729;1;2;1;60;;1;25;1;2;1;;1;;1;1;2;1;2;;1;;2;908526;2;;;1;208000;2;;2;;2;;2;;;1;106454;2;1;78000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;4;7;;2;;1;1;1;4;1;;;;;;;;;1;1;1;60;36;1;;7;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;1;1;1;2;1;1;3;10;9;;1;1;45;10;1;12;1;1081;1116526;25;5148.161858;
6052730;1;1;1;60;;1;25;1;2;2;12;1;;1;2;2;2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;700000;1;;3;;1;1;12;48;;.;48;;;;9;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;2;;1;;19;84;1;12;4;8412;700000;25;4361.4578284;
6052732;1;1;1;60;;1;25;1;2;1;;1;;1;1;1;1;456;;5;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;1;98;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;50;;;;9;4;;1;;1;2;1;35;1;;;;;;;;;1;1;1;6;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;5;5;;1;;98;84;1;12;2;8412;;25;1690.1190763;
6052735;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;30;;1;;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;3;7;;12;EL JEFE PAGARIA;2;;;;;;;;;;;;1;2;2;1;0;3;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;;1;;83;25;1;12;1;2599;1000000;25;3822.0405341;
6052736;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;30;;1;;2;2500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;1;800000;2;1;2500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;1;1;10;;;1;;;;;;;1;1;1;12;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;11;20;5;;1;;45;11;1;12;1;1103;2500000;25;4604.7167767;
6052737;1;1;1;60;;1;25;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;2;6;;;;;2;1200000;1;;3;;3;2;12;48;;.;40;1;;2;2;2;;3;;2;;;;;;;;;;;;1;2;2;1;0;240;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;95;41;1;12;5;4111;1200000;25;2286.9894933;
6052737;1;2;1;60;;1;25;1;1;;;1;;1;2;2;2;3;;1;;2;480000;2;;;1;120000;2;;2;;2;;2;;;1;50000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;9;27;1;;27;;;;1;2;;2;;2;;;;;;1;;;;;;;2;2;1;3;36;1;;7;2;;;;;;;;1;24;1;1;1;1;1;2;1;1;2;2;2;2;;1;1;1;2;1;2;2;1;3;40;3;;1;1;54;97;1;12;3;9700;600000;25;2286.9894933;
6052738;1;1;1;60;;1;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;5;2;12;40;;.;40;;;;1;3;;5;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;3;3;;1;;45;47;1;12;4;4711;500000;25;2286.9894933;
6052773;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;6;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;6;24;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;1;2;2;1;3;20;3;;1;;95;41;1;12;1;4111;908526;25;3379.1641489;
6052774;1;2;1;60;;1;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;700000;1;;1;;3;2;12;44;;.;44;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;73;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;1;1;2;;1;1;1;1;1;2;2;1;2;30;2;;1;1;61;01;1;12;4;0124;700000;25;3109.7484793;
6052775;1;1;1;60;;1;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;200000;1;;3;;5;1;12;50;;.;50;;;;1;5;;2;;2;;;;;;;;;;;;1;2;2;1;3;84;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;41;47;1;12;4;4724;200000;25;3225.1701171;
6052775;1;2;1;60;;1;25;1;1;;;1;;1;2;2;2;96;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;8;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;1;2;;2;1;1;2;1;2;2;1;2;15;8;;1;1;95;41;1;12;1;4111;1200000;25;3225.1701171;
6052776;1;1;1;60;;1;25;1;1;;;1;;2;2;2;2;1;;1;;2;800000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;7;45;;.;45;;;;1;2;;5;;2;;;;;;;;;;;;1;2;2;1;1;2;1;;8;2;;;;;;;;2;;;;1;1;1;1;1;2;2;1;2;2;;1;1;2;2;2;2;2;1;6;10;3;;1;1;59;97;1;12;3;9700;1000000;25;3446.4027508;
6052777;1;1;1;60;;1;25;2;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;480000;1;;3;;3;2;12;48;;.;48;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;2;3;;1;;98;49;1;12;4;4921;480000;25;2735.6210456;
6052777;1;2;1;60;;1;25;1;1;;;1;;1;2;2;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;2;350000;1;;3;;1;2;12;48;;.;48;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;5;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;8;;1;;84;45;1;12;4;4542;350000;25;2735.6210456;
6052778;1;1;1;60;;1;25;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;480000;1;;1;;1;1;12;32;1;;32;;;;1;2;;10;;2;;;;;;;;;;;;1;2;2;1;0;2;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;1;1;3;30;8;;1;;95;41;1;12;4;4111;480000;25;4047.9291032;
6052779;1;1;1;60;;1;25;1;1;;;1;;2;2;2;2;8;;1;;2;960000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;56;;.;56;;;;2;2;;11;;2;;;;;;;;;;;;1;2;2;1;0;3;1;;3;2;;;;;;;;1;24;1;1;1;1;1;2;1;1;1;1;2;2;;1;1;2;2;2;2;2;2;3;30;8;;1;1;95;41;1;12;1;4111;960000;25;4047.9291032;
6052779;1;2;1;60;;1;25;1;1;;;1;;2;2;2;2;2;;1;;2;200000;2;;;1;50000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;10;1;;10;;;;5;7;;11;;2;;;;;;;;;;;;1;2;2;1;10;6;1;;9;2;;;;;;;;1;30;1;1;2;;;;;;;;;;;;;1;1;1;2;2;1;3;15;8;;1;;55;55;1;12;1;5511;250000;25;4047.9291032;
6052780;1;2;1;60;;1;25;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;908526;1;;3;;1;1;12;48;;.;48;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;;1;;95;41;1;12;4;4111;908526;25;3869.5246186;
6052780;1;3;1;60;;1;25;1;2;1;;1;;1;1;2;1;24;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;2;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;3;15;3;;1;;97;65;1;12;1;6523;908526;25;3869.5246186;
6052780;1;4;1;60;;1;25;1;2;1;;1;;1;2;2;2;4;;2;;2;400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;40;;.;40;;;;2;7;;5;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;3;;1;;53;56;1;12;1;5611;400000;25;3869.5246186;
6052781;1;1;1;60;;1;25;1;1;;;1;;1;2;2;2;5;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;45;;.;45;;;;2;9;;12;EL PATRON PAGARIA;2;;;;;;;;;;;;1;2;2;1;0;3;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;8;;1;;95;41;1;12;1;4111;1200000;25;2850.7548498;
6052781;1;2;1;60;;1;25;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;450000;1;;3;;1;2;12;42;;.;42;;;;1;6;;5;;2;;;;;;1;;;;;;;2;2;1;0;2;4;;3;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;1;2;;2;1;1;1;1;2;1;1;3;20;8;;1;1;45;47;1;12;4;4789;450000;25;2850.7548498;
6052783;1;3;1;60;;1;25;1;2;1;;1;;1;1;2;1;22;;1;;2;1100000;9;;;2;;2;;2;;2;;2;;;1;107000;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;1;12;;;;;;;;;;;;;;;;;;;;12;48;;.;58;;;;9;7;;1;;1;1;1;1;;;;;;;;;1;1;1;1;0;6;1;;8;2;;;;;;;;2;;;;1;1;1;1;2;2;2;1;2;2;;2;2;1;2;2;2;2;2;3;5;3;;1;1;44;68;1;12;1;6820;1100000;25;2923.9055978;
6052784;1;1;1;60;;1;25;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300000;1;;3;;3;1;12;40;;.;40;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;3;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;2;1;2;2;1;14;;2;;1;1;45;47;1;12;4;4791;300000;25;2735.6210456;
6052785;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;96;;1;;2;1200000;1;98;2;2;;2;;2;;2;;2;;;2;;;1;78000;2;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;1;15;;;;;;;;;;;;;;;;;;;;12;48;;.;63;;;;9;9;;1;;1;1;1;20;;;;;;;;;1;2;2;1;0;6;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;8;8;;1;;95;41;1;12;1;4111;1200000;25;2293.9671763;
6052786;1;3;1;60;;1;25;1;1;;;1;;1;2;2;2;5;;1;;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;30;2;;35;;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;1;1;2;1;1;1;2;2;2;;2;1;2;2;1;2;2;1;11;10;3;;1;1;95;31;1;12;1;3110;600000;25;3892.7125555;
6052787;1;1;1;60;;1;25;1;2;2;2;1;;2;2;2;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1200000;1;;3;;1;1;12;48;;.;48;;;;9;7;;1;;1;1;2;10;1;;;;;;;;;1;2;1;1;48;1;;1;2;;;;;;;;1;10;2;1;1;2;1;2;1;2;2;2;2;2;;2;1;2;2;2;2;1;1;3;25;8;;1;1;33;86;1;12;4;8610;1200000;25;2043.570813;
6052787;1;4;1;60;;1;25;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;800000;1;;3;;4;1;12;55;;.;55;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;1;2;;1;;98;49;1;12;4;4921;800000;25;2043.570813;
6052789;1;1;1;60;;1;25;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;2000000;1;;3;;6;2;12;60;;.;60;;;;1;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;132;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;20;8;;1;;85;45;1;12;4;4520;2000000;25;2293.9671763;
6052790;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;6;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;9;;5;;1;1;1;15;1;;;;;;;;;1;2;1;0;12;1;;2;2;;;;;;;;1;24;1;1;1;1;1;2;1;1;2;1;2;2;;1;1;2;2;1;2;2;1;3;10;5;;1;1;95;41;1;12;1;4111;908526;25;3225.1701171;
6052792;1;1;1;60;;1;25;1;2;1;;1;;1;1;2;1;12;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;2;;;;;;;;;;;;1;1;2;1;0;36;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;5;8;;1;;83;25;1;12;1;2511;908526;25;3723.9549727;
6052792;1;2;1;60;;1;25;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;6;;;;;3;300000;1;;3;;10;2;4;36;2;;36;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;8;48;4;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;54;88;1;12;4;8891;300000;25;3723.9549727;
6052793;1;1;1;60;;1;25;1;1;;;1;;2;2;2;2;7;;1;;2;950000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;8;2;;;;;;;;2;;;;1;2;1;2;2;2;1;2;2;2;;2;1;1;2;2;2;1;1;3;5;3;;1;1;53;56;1;12;1;5611;1150000;25;3225.1701171;
6052793;1;2;1;60;;1;25;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300000;1;;3;;1;1;12;50;;.;50;;;;1;6;;4;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;1;13;5;8;;1;;99;45;1;12;4;4520;300000;25;3225.1701171;
6052795;1;1;1;60;;1;25;1;1;;;1;;2;2;2;2;18;;1;;2;900000;2;;;1;200000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;54;;.;54;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;2;36;1;;7;2;;;;;;;;2;;;;1;1;1;1;1;1;2;1;2;2;;1;1;2;2;2;2;2;1;3;20;3;;1;1;54;97;1;12;3;9700;1100000;25;3419.2468924;
6052795;1;2;1;60;;1;25;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;800000;1;;3;;4;1;12;50;;.;56;;;;1;6;;2;;2;;;;;;1;;;;;;;2;2;1;0;96;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;15;5;;1;;03;45;1;12;4;4520;800000;25;3419.2468924;
6052796;1;1;1;60;;1;25;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;0;2;3;7;;1;1;2021;2;;1;;3;;5;2;12;70;;.;70;;;;2;7;;1;;3;;;;;;;;;;;;;2;2;1;0;240;2;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;;;;41;47;1;12;4;4759;;25;2718.5357469;
