DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,AREA,MES,DPTO,fex_c_2011
5439100,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,278.05250393
5439101,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,341.15560913
5439101,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,341.15560913
5439101,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,341.15560913
5439102,1,1,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,54,04,54,429.87312195
5439102,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,429.87312195
5439103,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,336.17162197
5439103,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,336.17162197
5439103,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,336.17162197
5439104,1,1,1,95,2,,,,,,,1,1,9600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,54,04,54,406.32270111
5439104,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,406.32270111
5439105,1,1,1,95,2,,,,,,,1,1,6000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,54,04,54,329.5739884
5439105,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,04,54,329.5739884
5439106,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,470.31131911
5439106,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,470.31131911
5439106,1,3,1,95,2,,,,,,,1,2,,2,,1,2080000,,,1,2080000,,,,,,,1,BONO SOLIDARIO,2080000,,,,2,,2,,2,,68,04,68,470.31131911
5439107,1,1,1,95,2,,,,,,,1,2,,2,,1,240000,,,1,240000,1,240000,,,,,,,,,,,2,,2,,2,,68,04,68,425.05807152
5439107,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,425.05807152
5439107,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,425.05807152
5439107,1,5,1,95,2,,,,,,,1,1,2000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,68,04,68,425.05807152
5439107,1,7,1,95,2,,,,,,,1,1,300000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,68,04,68,425.05807152
5439108,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,471.01460874
5439108,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,471.01460874
5439108,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,471.01460874
5439109,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,139000,2,,68,04,68,470.31131911
5439109,1,2,1,95,2,,,,,,,1,2,,2,,1,1080000,,,1,1080000,1,1080000,,,,,,,,,,,2,,2,,2,,68,04,68,470.31131911
5439109,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,470.31131911
5439110,1,1,1,95,2,,,,,,,1,2,,2,,1,2450000,1,2450000,,,,,,,,,,,,,,,2,,2,,2,,68,04,68,713.88506272
5439110,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,713.88506272
5439110,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,713.88506272
5439110,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,713.88506272
5439111,1,1,1,95,1,2,,1,2000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,416.16924408
5439112,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,343.70748885
5439112,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,343.70748885
5439113,1,1,1,95,1,1,1000000,2,,2,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,68,04,68,377.81188165
5439113,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,377.81188165
5439114,1,1,1,95,1,1,250000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,350.52769787
5439114,2,1,2,95,2,,,,,,,1,1,3000000,2,,1,2240000,,,1,2240000,,,,,,,1,BONO SOLIDARIO,2240000,,,,2,,2,,2,,68,04,68,350.52769787
5439115,1,1,1,95,2,,,,,,,1,1,6500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,68,04,68,637.93864071
5439116,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439116,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439116,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439116,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439117,1,1,1,95,1,2,,1,2100000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,255.66740523
5439117,1,2,1,95,2,,,,,,,1,2,,1,3000000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,68,04,68,255.66740523
5439117,1,3,1,95,1,2,,1,2398500,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,255.66740523
5439118,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,319.39937779
5439118,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,319.39937779
5439118,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,319.39937779
5439119,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,490.99543991
5439119,1,2,1,95,1,2,,1,835900,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,490.99543991
5439120,1,1,1,95,1,2,,1,3200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,490.99543991
5439120,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,490.99543991
5439121,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,599.58127829
5439121,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,599.58127829
5439122,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,68,04,68,547.10035423
5439122,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,547.10035423
5439123,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,68,04,68,678.5364555
5439123,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439123,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439123,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,678.5364555
5439124,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,562.26983177
5439124,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,562.26983177
5439124,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,562.26983177
5439124,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,562.26983177
5439125,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,522.88976683
5439125,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,04,68,522.88976683
5439145,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1547.4401016
5439145,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1547.4401016
5439146,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1001.2108897
5439146,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,1000000,2,,76,04,76,1001.2108897
5439146,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,1000000,1,98,76,04,76,1001.2108897
5439146,1,4,1,95,2,,,,,,,1,2,,2,,1,420000,,,1,420000,1,420000,,,,,,,,,,,2,,2,,2,,76,04,76,1001.2108897
5439147,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,76,04,76,1040.78315
5439170,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,973.84575273
5439171,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1198.181686
5439171,1,2,1,95,2,,,,,,,1,1,100000,2,,1,240000,,,1,240000,1,240000,,,,,,,,,,,2,,2,,2,,76,04,76,1198.181686
5439171,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1198.181686
5439171,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1198.181686
5439171,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,04,76,1198.181686
5439171,1,6,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,76,04,76,1198.181686
5439452,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5439452,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,05,04,05,1249.7889726
5439453,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1126.1124225
5439453,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1126.1124225
5439453,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1126.1124225
5439454,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1231.8629577
5439454,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1231.8629577
5439455,1,1,1,95,1,1,400000,2,,2,,1,2,,2,,1,1960000,,,1,1960000,,,,,1,1960000,,,,,,,2,,2,,2,,05,04,05,1298.3549495
5439455,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1298.3549495
5439455,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1298.3549495
5439455,1,4,1,95,2,,,,,,,1,1,1200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1298.3549495
5439456,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1138.762819
5439456,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1138.762819
5439456,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1138.762819
5439456,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1138.762819
5439457,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,4300000,2,,05,04,05,1204.3009389
5439457,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1204.3009389
5439458,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1226.627071
5439458,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1226.627071
5439460,1,1,1,95,2,,,,,,,1,2,,2,,1,100000,,,1,100000,,,,,,,1,MEDELLIN ME CUIDA,100000,,,,2,,2,,2,,05,04,05,1407.7687393
5439460,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1407.7687393
5439460,1,3,1,95,2,,,,,,,1,1,1000000,2,,2,,,,,,,,,,,,,,,,,,2,,1,109000,2,,05,04,05,1407.7687393
5439461,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1318.2425782
5439463,1,1,1,95,2,,,,,,,1,1,15000000,2,,2,,,,,,,,,,,,,,,,,,2,,1,165000,2,,05,04,05,1833.0250706
5439463,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,600000,05,04,05,1833.0250706
5439464,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,109023,2,,05,04,05,1299.2304508
5439464,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1299.2304508
5439464,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,400000,2,,05,04,05,1299.2304508
5439465,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1251.6915262
5439465,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1251.6915262
5439466,1,1,1,95,1,1,460000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1250.9643622
5439466,1,2,1,95,1,1,1500000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1250.9643622
5439466,1,3,1,95,1,1,3000000,2,,2,,1,1,3500000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1250.9643622
5439466,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1250.9643622
5439467,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1327.1417195
5439468,1,1,1,95,1,2,,1,830000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,800000,05,04,05,1364.9060015
5439468,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,98,05,04,05,1364.9060015
5439468,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,98,2,,05,04,05,1364.9060015
5439469,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,98,2,,05,04,05,966.17104218
5439469,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,966.17104218
5439469,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,966.17104218
5439469,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,966.17104218
5439469,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,966.17104218
5439470,1,1,1,95,1,2,,1,98,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,98,05,04,05,1270.502741
5439470,1,2,1,95,1,2,,1,98,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,98,05,04,05,1270.502741
5439470,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,230000,05,04,05,1270.502741
5439471,1,1,1,95,2,,,,,,,1,1,6000000,1,2000000,2,,,,,,,,,,,,,,,,,,1,4000000,2,,2,,05,04,05,1249.7889726
5439471,1,2,1,95,1,1,3000000,2,,2,,1,2,,1,4000000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1249.7889726
5439472,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1261.6035997
5439472,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1261.6035997
5439472,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1261.6035997
5439473,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1353.0913745
5439473,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1353.0913745
5439474,1,1,1,95,1,1,3000000,1,835000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,835000,05,04,05,1141.2506841
5439474,1,2,1,95,1,2,,1,835000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,835000,05,04,05,1141.2506841
5439475,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1255.4922117
5439475,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1255.4922117
5439475,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,154800,2,,05,04,05,1255.4922117
5439475,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1255.4922117
5439476,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1466.5939191
5439476,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1466.5939191
5439477,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1081.4601582
5439477,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1081.4601582
5439477,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1081.4601582
5439478,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,144000,2,,05,04,05,1115.6009174
5439478,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5439478,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5439478,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5439479,1,1,1,95,2,,,,,,,1,1,15000000,1,500000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1209.5368255
5439479,1,2,1,95,2,,,,,,,1,1,300000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1209.5368255
5439480,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1227.9301929
5439480,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,109725,2,,05,04,05,1227.9301929
5439480,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1227.9301929
5439480,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1227.9301929
5439481,1,1,1,95,1,2,,1,1000000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,2000000,05,04,05,1249.7889726
5439481,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5439482,1,1,1,95,1,1,1600000,1,1188000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,2700000,05,04,05,1373.8051428
5439482,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1373.8051428
5439482,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1373.8051428
5439483,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1456.0824139
5439483,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,312000,2,,05,04,05,1456.0824139
5439483,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1456.0824139
5439484,1,1,1,95,1,1,1800000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1076.3026423
5439484,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1076.3026423
5439484,1,3,1,95,2,,,,,,,1,2,,1,6000000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1076.3026423
5439484,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,151200,2,,05,04,05,1076.3026423
5439484,1,5,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,05,04,05,1076.3026423
5439484,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1076.3026423
5439484,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1076.3026423
5439484,2,1,2,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,109600,2,,05,04,05,1076.3026423
5439485,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,98,05,04,05,1250.0791624
5439485,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1250.0791624
5439485,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1250.0791624
5439486,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,3715.5321934
5439486,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,3715.5321934
5439486,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,3715.5321934
5439487,1,1,1,95,2,,,,,,,1,1,300000,2,,1,1440000,,,1,1440000,1,1440000,,,,,,,,,,,2,,2,,2,,11,04,11,2245.4642978
5439487,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,2245.4642978
5439487,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,2245.4642978
5439487,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,2245.4642978
5439488,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,5307.3189429
5439488,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,5307.3189429
5439489,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,2978.288059
5439490,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,98,2,,11,04,11,4568.5212376
5439490,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,04,11,4568.5212376
5439526,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5439527,1,1,1,95,2,,,,,,,1,1,8000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,163.8821452
5439527,1,2,1,95,2,,,,,,,1,1,3000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,163.8821452
5439528,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,17,04,17,189.92782956
5439528,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5439528,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5439529,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,17,04,17,138.85191004
5439529,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,138.85191004
5439530,1,1,1,95,2,,,,,,,1,1,6600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,225.21907498
5439530,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,225.21907498
5439531,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439531,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,226.72278687
5439532,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.35649211
5439532,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.35649211
5439532,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.35649211
5439532,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,116.35649211
5439533,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5439533,1,2,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5439534,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
