DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P6016,P6020,P6030S1,P6030S3,P6040,P6050,P6080,P6080S1,P6070,P6081,P6081S1,P6083,P6083S1,P6071,P6071S1,P3147S1,P3147S2,P3147S3,P3147S4,P3147S5,P3147S6,P3147S7,P3147S8,P3147S9,P3147S10,P3147S11,P3147S10A1,P3246,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6160,P6170,P6175,P6210,P6210S1,P6220,P6269,AREA,CLASE,ESC,MES,DPTO,fex_c_2011
5392633,1,1,1,10,1,1,5,1958,62,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,2,220000,2,1,2,,6,9,5,,15,1,20,03,15,88.53050756
5392633,1,2,1,10,2,2,6,1959,61,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,6,5,4,,15,1,16,03,15,88.53050756
5392633,1,3,1,10,3,1,6,1996,24,3,6,,6,1,1,1,2,,,1,,,,,,,,,,,,,1,,,1,1,88000,2,1,2,,6,7,5,,15,1,18,03,15,88.53050756
5392634,1,1,1,10,1,1,6,1959,61,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,180000,2,1,2,,6,7,5,,15,1,18,03,15,100.3486147
5392634,1,2,1,10,2,2,10,1960,60,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,1,1,200000,2,1,2,,6,7,5,,15,1,18,03,15,100.3486147
5392634,1,3,1,10,3,1,12,1995,25,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,1,1,88000,2,1,2,,6,5,4,,15,1,16,03,15,100.3486147
5392635,1,1,1,10,1,2,11,1953,67,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,120000,2,1,2,,6,2,3,,15,1,13,03,15,83.814498221
5392635,1,2,1,10,2,2,2,1991,30,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,113600,2,1,2,,6,5,4,,15,1,16,03,15,83.814498221
5392635,1,3,1,10,3,2,12,1997,23,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,1,3,113600,2,1,1,2,6,4,2,2,15,1,15,03,15,83.814498221
5392636,1,1,1,10,1,1,2,1941,80,1,6,,4,3,,3,,,,,,,,,,,,,,1,,2,1,,,2,2,444000,2,1,2,,6,5,4,,15,1,16,03,15,91.680696712
5392636,1,2,1,10,2,2,8,1983,37,3,6,,6,1,1,2,,,,,,,,,,,,,,1,,,1,,,1,1,120000,2,1,2,,6,7,5,,15,1,18,03,15,91.680696712
5392637,1,1,1,10,1,2,12,1937,83,1,6,,5,3,,3,,,,,1,,,,,,,1,,,,1,1,,,1,3,113600,2,1,2,,3,1,,,15,1,1,03,15,121.26005607
5392637,1,2,1,10,2,1,11,1967,53,3,6,,6,3,,1,1,,,,1,,,,,,,,,,,,1,,,3,,,1,1,2,,5,11,2,,15,1,11,03,15,121.26005607
5392638,1,1,1,10,1,1,5,1969,51,1,6,,3,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,152.79773402
5392638,1,2,1,10,2,2,3,1968,53,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,152.79773402
5392638,1,3,1,10,3,1,2,1996,25,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,6,5,4,,15,1,16,03,15,152.79773402
5392638,1,4,1,10,4,1,2,2000,21,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,2,2,2,15,1,13,03,15,152.79773402
5392639,1,1,1,10,1,2,4,1964,56,1,6,,5,3,,1,3,,,,,,,,,,,,,1,,2,1,,,1,3,113500,2,1,2,,3,3,,,15,1,3,03,15,104.67593177
5392639,1,2,1,10,2,1,1,1990,31,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,15,1,7,03,15,104.67593177
5392639,1,3,1,10,3,2,12,1934,86,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,2,2,,1,0,,,15,1,0,03,15,104.67593177
5392640,1,1,1,10,1,1,8,1974,46,1,6,,6,2,,2,,,,,,,1,,,,,,,,,2,1,,,1,1,320000,2,1,2,,6,8,5,,15,1,19,03,15,137.84418037
5392641,1,1,1,10,1,1,4,1991,29,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,2,2,,,,,2,1,2,,5,11,2,,15,1,11,03,15,137.84418037
5392643,1,1,1,10,1,1,9,1953,67,1,6,,2,3,,3,,1,2,,1,,1,,,,,,,,,2,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,71.453993752
5392643,1,2,1,10,2,2,8,1962,58,2,6,,2,3,,2,,1,1,,1,,,1,,1,,1,,,,,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,71.453993752
5392643,1,3,1,10,3,2,3,1990,31,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,71.453993752
5392643,1,4,1,10,3,1,11,2013,7,4,6,,,2,,1,3,,,,,,,,,,,,,,,,1,,,3,,,2,2,1,1,3,0,,,15,1,0,03,15,71.453993752
5392643,1,5,1,10,5,2,5,2005,15,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,9,,,15,1,9,03,15,71.453993752
5392644,1,1,1,10,1,1,10,1962,58,1,6,,2,3,,3,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,6,4,2,1,15,1,15,03,15,97.203823935
5392644,1,2,1,10,2,2,10,1972,48,2,6,,2,2,,2,,1,1,,1,1,,1,,,,1,,,,,1,,,3,,,2,1,2,,6,8,5,,15,1,19,03,15,97.203823935
5392644,1,3,1,10,2,1,7,2004,16,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,1,2,2,,1,0,,,15,1,0,03,15,97.203823935
5392645,1,1,1,10,1,1,6,1964,56,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,2,1,180000,2,1,2,,6,7,5,,15,1,18,03,15,100.3486147
5392645,1,2,1,10,2,2,6,1964,56,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,2,1,180000,2,1,2,,6,7,5,,15,1,18,03,15,100.3486147
5392645,1,3,1,10,2,1,7,1992,28,3,6,,6,1,1,1,2,,,,,,,,,,,1,,,,,1,,,2,5,,2,1,2,,5,11,2,,15,1,11,03,15,100.3486147
5392646,1,1,1,10,1,1,6,1956,64,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,1,1,128000,2,1,2,,6,7,5,,15,1,18,03,15,83.007380338
5392646,1,2,1,10,2,2,7,1957,63,2,6,,3,2,,2,,1,1,,,,,,,,,,,1,,,1,,,1,2,384000,2,1,2,,6,7,5,,15,1,18,03,15,83.007380338
5392647,1,1,1,10,1,1,12,1968,52,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,66000,2,1,2,,6,5,4,,15,1,16,03,15,137.84418037
5392648,1,1,1,10,1,2,11,1985,35,1,6,,3,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,1,36341,2,1,2,,6,5,4,,15,1,16,03,15,182.63221274
5392648,1,2,1,10,2,1,3,1980,41,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,1,36341,2,1,2,,6,2,3,,15,1,13,03,15,182.63221274
5392648,1,3,1,10,3,2,9,2000,20,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,2,,6,3,3,,15,1,14,03,15,182.63221274
5392648,1,4,1,10,4,1,1,2007,14,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,15,1,8,03,15,182.63221274
5392648,1,5,1,10,5,2,9,2009,11,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,0,,,15,1,5,03,15,182.63221274
5392648,1,6,1,10,1,1,11,2011,9,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,15,1,3,03,15,182.63221274
5392648,1,7,1,10,1,2,12,2012,8,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,2,,,15,1,2,03,15,182.63221274
5392649,1,1,1,10,1,1,8,1949,71,1,6,,3,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,1,3,113000,2,1,2,,3,3,,,15,1,3,03,15,83.007380338
5392649,1,2,1,10,2,2,2,1953,68,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,3,5,,,15,1,5,03,15,83.007380338
5392650,1,1,1,10,1,1,10,1992,28,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,1,1,60000,2,1,2,,3,5,,,15,1,5,03,15,159.61074758
5392650,1,2,1,10,2,2,7,1996,24,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,159.61074758
5392650,1,3,1,10,2,2,2,2014,7,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,1,1,1,3,1,,,15,1,1,03,15,159.61074758
5392650,1,4,1,10,2,1,12,2020,0,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,15,1,,03,15,159.61074758
5392651,1,1,1,10,1,2,1,1945,76,1,6,,6,3,,1,2,,,,,,,,,,,,,1,,2,1,,,1,2,150000,2,1,2,,5,11,2,,15,1,11,03,15,66.423256036
5392651,1,2,1,10,2,2,9,1925,95,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,2,2,36341,2,1,2,,3,5,,,15,1,5,03,15,66.423256036
5392651,1,3,1,10,3,1,3,1959,62,5,6,,4,3,,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,66.423256036
5392652,1,1,1,10,1,1,12,1999,21,1,6,,6,2,,2,,,,,,,,,,,1,,,,,2,2,1,48,,,,2,1,1,1,6,4,2,2,15,1,15,03,15,131.54920045
5392652,1,2,1,10,2,1,4,2003,17,5,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,6,0,2,2,15,1,11,03,15,131.54920045
5392653,1,1,1,10,1,1,1,1999,22,1,6,,3,2,,2,,1,2,,,1,,1,,1,,,,,,2,1,,,1,1,36600,2,1,2,,4,8,,,15,1,8,03,15,113.83255767
5392653,1,2,1,10,2,2,11,1998,22,2,6,,3,2,,2,,1,1,,,,,,,1,,,,,,,2,1,12,,,,2,1,2,,5,11,2,,15,1,11,03,15,113.83255767
5392654,1,1,1,10,1,2,4,1999,21,1,6,,6,2,,2,,,,1,,,,,,,,,,,,2,1,,,2,5,,2,1,1,1,6,4,2,2,15,1,15,03,15,113.83255767
5392654,1,2,1,10,2,1,9,1997,23,9,6,,6,2,,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,6,4,2,2,15,1,15,03,15,113.83255767
5392655,1,1,1,10,1,2,5,1988,32,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,2,5,,2,1,2,,6,6,5,,15,1,17,03,15,138.00128395
5392655,1,2,1,10,1,2,2,2013,8,3,6,,,2,,1,1,,,,,,,,,,,,,,,,1,,,2,5,,2,1,1,2,3,2,,,15,1,2,03,15,138.00128395
5392656,1,1,1,10,1,1,6,1988,32,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36600,2,1,2,,6,2,3,,15,1,13,03,15,155.18541473
5392656,1,2,1,10,2,1,1,1992,29,5,6,,6,3,,2,,,,,,,1,1,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,155.18541473
5392658,1,1,1,10,1,2,1,1985,36,1,6,,4,2,,2,,,,,,,1,,,,,,,,,2,1,,,1,1,36341,2,1,2,,6,3,3,,15,1,14,03,15,111.44487697
5392658,1,2,1,10,2,1,6,2002,18,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,5,10,1,,15,1,10,03,15,111.44487697
5392658,1,3,1,10,3,2,7,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,9,,,15,1,9,03,15,111.44487697
5392658,1,4,1,10,4,1,4,2007,13,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,15,1,7,03,15,111.44487697
5392659,1,1,1,10,1,1,10,1997,23,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,6,2,3,,15,1,13,03,15,126.02607323
5392660,1,1,1,10,1,2,10,1959,61,1,6,,5,3,,1,2,,,,,,,,,,,,,1,,2,1,,,2,2,360000,2,1,2,,6,14,5,,15,1,25,03,15,87.334697406
5392660,1,2,1,10,2,2,12,1927,93,5,6,,5,3,,3,,,,,,,,,,,,,,1,,,1,,,2,5,,2,1,2,,4,9,,,15,1,9,03,15,87.334697406
5392661,1,1,1,10,1,1,11,1982,38,1,6,,2,3,,2,,1,2,,,,,,,,,,,1,,2,1,,,2,1,72000,2,1,2,,6,10,5,,15,1,21,03,15,138.48430934
5392661,1,2,1,10,2,2,8,1984,36,2,6,,2,2,,2,,1,1,,,,,,,,,,,1,,,1,,,2,5,,2,1,2,,6,5,4,,15,1,16,03,15,138.48430934
5392661,1,3,1,10,2,1,2,2015,6,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,2,5,,2,1,1,2,3,0,,,15,1,0,03,15,138.48430934
5392662,1,1,1,10,1,1,12,1986,34,1,6,,3,3,,2,,1,2,,,,,,,,,1,,,,2,1,,,2,1,48000,2,1,2,,5,11,2,,15,1,11,03,15,160.86564553
5392662,1,2,1,10,2,2,9,1985,35,2,6,,3,2,,2,,1,1,,,,,,,,,1,,,,,1,,,2,5,,2,1,2,,5,11,2,,15,1,11,03,15,160.86564553
5392662,1,3,1,10,3,1,8,2008,12,3,6,,6,2,,1,2,,,,,,,,,,,,,1,,,1,,,2,5,,2,1,1,1,4,0,,,15,1,5,03,15,160.86564553
5392662,1,4,1,10,4,2,10,2012,8,3,6,,,1,1,1,2,,,,,,,,,,,,,,,,1,,,2,5,,2,1,1,1,3,2,,,15,1,2,03,15,160.86564553
5392663,1,1,1,10,1,2,4,1976,44,1,6,,2,2,,3,,1,2,,,,1,,,1,,,,,,1,1,,,1,1,36341,2,1,2,,6,2,3,,15,1,13,03,15,144.00743657
5392663,1,2,1,10,2,1,2,1977,44,2,6,,2,2,,2,,1,1,,,,,,,1,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,15,1,11,03,15,144.00743657
5392663,1,3,1,10,3,1,5,2000,20,3,6,,6,1,2,1,1,,,,,,,,,1,,,,,,,1,,,1,5,,2,1,2,,5,11,2,,15,1,11,03,15,144.00743657
5392663,1,4,1,10,1,1,9,2012,8,3,6,,,1,2,1,1,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,1,3,3,,,15,1,3,03,15,144.00743657
5392664,1,1,1,10,1,2,11,1968,52,1,6,,4,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36000,2,1,2,,6,2,3,,15,1,13,03,15,123.63839253
5392664,1,2,1,10,2,1,1,1997,24,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,6,1,2,2,15,1,12,03,15,123.63839253
5392664,1,3,1,10,3,1,5,2006,14,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,15,1,8,03,15,123.63839253
5392665,1,1,1,10,1,2,4,1967,53,1,6,,6,3,,2,,,,,,,,,,,,,,1,,2,1,,,1,3,216000,2,1,2,,6,8,5,,15,1,19,03,15,112.59213808
5392666,1,1,1,10,1,1,3,1963,57,1,6,,2,3,,2,,2,,,,,,,,1,,,,,,2,1,,,1,5,,2,1,2,,6,5,4,,15,1,16,03,15,87.397989079
5392666,1,2,1,10,2,2,9,2004,16,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,5,10,1,,15,1,10,03,15,87.397989079
5392667,1,1,1,10,1,1,7,1946,74,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,2,2,144000,2,1,2,,6,7,5,,15,1,18,03,15,83.007380338
5392667,1,2,1,10,2,2,3,1949,71,2,6,,3,3,,2,,1,1,,,,,,,,,,,1,,,1,,,2,2,144000,2,1,2,,6,7,5,,15,1,18,03,15,83.007380338
5392668,1,1,1,10,1,1,5,1979,41,1,6,,3,3,,2,,1,2,,,,1,,,,,,,,,2,1,,,1,3,113000,2,1,2,,4,8,,,15,1,8,03,15,135.45649966
5392668,1,2,1,10,2,2,10,1983,37,2,6,,3,2,,2,,1,1,,,,,1,,1,,,,,,,1,,,1,5,,2,1,2,,6,2,3,,15,1,13,03,15,135.45649966
5392668,1,3,1,10,3,1,7,2006,14,3,6,,6,1,1,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,2,4,7,,,15,1,7,03,15,135.45649966
5392669,1,1,1,10,1,2,9,1970,50,1,6,,6,3,,3,,,,,1,1,,,,1,,,,,,1,1,,,3,,,2,1,2,,6,5,4,,15,1,16,03,15,105.92174974
5392669,1,2,1,10,2,1,10,2000,20,3,6,,6,2,,1,1,,,,,,,,,,1,1,,,,,2,1,12,,,,2,1,1,1,6,0,2,2,15,1,11,03,15,105.92174974
5392669,1,3,1,10,3,2,8,2002,18,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,2,1,12,,,,2,1,1,1,6,0,2,2,15,1,11,03,15,105.92174974
5392670,1,1,1,10,1,2,5,1967,53,1,6,,4,2,,2,,,,1,1,1,,,,1,,,,,,2,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,107.80229831
5392670,1,2,1,10,2,2,12,1999,21,3,6,,2,2,,1,1,1,3,1,,,,,,,,,,,,,1,,,3,,,2,1,2,,4,7,,,15,1,7,03,15,107.80229831
5392670,1,3,1,10,3,1,2,1999,22,5,6,,2,2,,2,,1,2,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,107.80229831
5392670,1,4,1,10,4,2,6,2003,17,3,6,,2,2,,1,1,1,5,,,,,,,,1,,,,,,1,,,3,,,2,1,1,1,4,8,,,15,1,8,03,15,107.80229831
5392670,1,5,1,10,5,1,7,1999,21,5,6,,2,2,,2,,1,4,,,,1,,,,,,,,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,107.80229831
5392670,1,6,1,10,4,1,10,2019,1,4,6,,,1,5,1,4,,,,,,,,,,,,,,,,1,,,3,,,2,,,,,,,,15,1,,03,15,107.80229831
5392671,1,1,1,10,1,2,1,1954,67,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,6,5,4,,15,1,16,03,15,83.007380338
5392671,1,2,1,10,2,1,3,1934,86,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,15,1,7,03,15,83.007380338
5392672,1,1,1,10,1,2,8,1958,62,1,6,,3,2,,3,,2,,,,1,1,1,,,,1,,,,2,1,,,1,2,108000,2,1,2,,5,11,2,,15,1,11,03,15,121.90018504
5392672,1,2,1,10,2,2,6,1988,32,3,6,,6,2,,1,1,,,1,,,,,,,,1,,,,,1,,,1,1,36541,2,1,2,,6,5,4,,15,1,16,03,15,121.90018504
5392672,1,3,1,10,3,1,1,2014,7,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,1,1,2,3,0,,,15,1,0,03,15,121.90018504
5392672,1,4,1,10,4,1,11,1992,28,3,6,,6,2,,1,1,,,1,,,,,,,,1,,,,,1,,,1,3,113600,1,1,2,,6,2,3,,15,1,13,03,15,121.90018504
5392673,1,1,1,10,1,1,5,1956,64,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,88.312202716
5392673,1,2,1,10,2,2,11,1962,58,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,88.312202716
5392673,1,3,1,10,3,2,12,1983,37,3,6,,4,1,1,1,2,,,,,,,,,,,1,,,,,1,,,1,5,,2,1,1,2,5,11,2,,15,1,11,03,15,88.312202716
5392673,1,4,1,10,3,2,11,2008,12,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,7,,,15,1,7,03,15,88.312202716
5392673,1,5,1,10,3,2,1,2011,10,4,6,,6,2,,1,3,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,3,5,,,15,1,5,03,15,88.312202716
5392674,1,1,1,10,1,1,6,1989,31,1,6,,1,2,,2,,1,2,,,,1,,,,,,,,,2,1,,,3,,,2,1,2,,4,8,,,15,1,8,03,15,144.22243343
5392674,1,2,1,10,2,2,6,2002,18,2,6,,1,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,7,,,15,1,7,03,15,144.22243343
5392674,1,3,1,10,3,1,3,2007,13,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,3,3,,,15,1,3,03,15,144.22243343
5392674,1,4,1,10,1,2,8,2010,10,3,6,,6,1,1,2,,,,,,,,,,,1,,,,,,1,,,3,,,2,1,2,,3,3,,,15,1,3,03,15,144.22243343
5392674,1,5,1,10,1,1,4,2012,8,3,6,,,1,1,2,,,,,,,,,,,,,,,,,1,,,3,,,2,1,2,,3,1,,,15,1,1,03,15,144.22243343
5392674,1,6,1,10,6,1,11,1940,80,5,6,,4,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,5,,,15,1,5,03,15,144.22243343
5392675,1,1,1,10,1,2,2,1972,49,1,6,,3,3,,2,,2,,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,5,11,2,,15,1,11,03,15,104.68133016
5392675,1,2,1,10,2,2,6,1992,28,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,1,3,113566,2,1,2,,6,5,4,,15,1,16,03,15,104.68133016
5392676,1,1,1,10,1,2,8,1961,59,1,6,,6,3,,3,,,,1,,,,,,1,,,,,,2,2,1,3,,,,1,1,2,,4,9,,,15,1,9,03,15,90.094735499
5392676,1,2,1,10,2,2,8,1985,35,3,6,,2,3,,1,1,1,3,1,,,,,,,,,,,,,1,,,1,1,36341,2,1,2,,5,11,2,,15,1,11,03,15,90.094735499
5392676,1,3,1,10,3,1,3,1982,39,5,6,,2,2,,2,,1,2,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,15,1,11,03,15,90.094735499
5392676,1,4,1,10,4,2,2,2002,19,4,6,,6,1,3,1,2,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,2,,5,11,2,,15,1,11,03,15,90.094735499
5392676,1,5,1,10,2,1,2,2007,14,4,6,,6,1,3,1,2,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,8,,,15,1,8,03,15,90.094735499
5392676,1,6,1,10,6,2,4,1952,68,5,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,8,,,15,1,8,03,15,90.094735499
5392677,1,1,1,10,1,2,8,1988,32,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,3,113566,2,1,2,,6,5,4,,15,1,16,03,15,112.59213808
5392678,1,1,1,10,1,1,11,1999,21,1,6,,6,2,,2,,,,,,,,,,,1,,,,,2,2,1,24,,,,2,1,1,1,6,2,2,2,15,1,13,03,15,126.02607323
5392679,1,1,1,10,1,2,1,1960,61,1,6,,3,3,,3,,1,2,1,,,,,,,,,,,,2,1,,,3,,,2,1,2,,3,1,,,15,1,1,03,15,88.53050756
5392679,1,2,1,10,2,1,6,1950,70,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,3,2,,,15,1,2,03,15,88.53050756
5392679,1,3,1,10,3,1,5,1999,21,3,6,,6,1,2,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,88.53050756
5392680,1,1,1,10,1,2,11,1947,73,1,6,,5,3,,3,,,,,,,1,,,,,,,,,1,1,,,1,2,140000,2,1,2,,4,7,,,15,1,7,03,15,109.06654051
5392680,1,2,1,10,2,1,7,1994,26,4,6,,6,2,,2,,,,1,,,,,,,,,,,,,1,,,1,5,,2,1,2,,6,1,3,,15,1,12,03,15,109.06654051
5392680,1,3,1,10,3,2,6,2002,18,4,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,1,5,,2,1,1,1,6,0,2,2,15,1,11,03,15,109.06654051
5392681,1,1,1,10,1,1,9,1955,65,1,6,,3,3,,3,,1,2,,,,1,,,,,1,,,,2,1,,,3,,,2,1,2,,4,7,,,15,1,7,03,15,76.336991999
5392681,1,2,1,10,2,2,4,1958,62,2,6,,3,2,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,4,6,,,15,1,6,03,15,76.336991999
5392681,1,3,1,10,3,1,11,1999,21,4,6,,6,3,,3,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,6,4,2,2,15,1,15,03,15,76.336991999
5392681,1,4,1,10,4,2,11,2008,12,4,6,,6,2,,2,,,,,,,,,,,,,,1,,,1,,,3,,,2,1,1,1,4,6,,,15,1,6,03,15,76.336991999
5392682,1,1,1,10,1,2,10,1975,45,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,36341,2,1,2,,5,11,2,,15,1,11,03,15,118.75539428
5392682,1,2,1,10,2,2,9,1995,25,3,6,,6,2,,1,1,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,118.75539428
5392682,1,3,1,10,2,1,9,2017,3,4,6,,,2,,1,2,,,,,,,,,,,,,,,,1,,,1,5,,2,2,1,1,2,0,,,15,1,0,03,15,118.75539428
5392682,1,4,1,10,1,1,12,2005,15,3,6,,6,2,,1,1,,,,,,,,,,1,,,,,,1,,,1,5,,2,1,1,1,4,9,,,15,1,9,03,15,118.75539428
5392683,1,1,1,10,1,1,4,1951,69,1,6,,3,3,,3,,1,2,,,,,,,,,,,1,,2,1,,,3,,,2,1,2,,3,4,,,15,1,4,03,15,88.53050756
5392683,1,2,1,10,2,2,2,1955,66,2,6,,3,3,,3,,1,1,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,1,0,,,15,1,0,03,15,88.53050756
5392683,1,3,1,10,3,1,9,1999,21,3,6,,6,1,1,1,2,,,,,,,,,,,,,1,,,1,,,3,,,2,1,2,,5,11,2,,15,1,11,03,15,88.53050756
5392684,1,1,1,10,1,1,8,1988,32,1,6,,6,2,,2,,,,,,,,,,,,,,1,,2,1,,,1,1,40000,2,1,2,,5,11,2,,15,1,11,03,15,137.84418037
5392685,1,1,1,10,1,2,11,1956,64,1,6,,5,3,,3,,,,,,,,,,,,,,1,,2,1,,,1,1,140000,2,1,2,,6,5,4,,15,1,16,03,15,127.42331226
5392685,1,2,1,10,2,2,6,1986,34,3,6,,6,3,,1,1,,,,,,,,,,,,,1,,,1,,,1,1,80000,2,1,2,,6,8,5,,15,1,19,03,15,127.42331226
