DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480S1,P7480S1A1,P7480S3,P7480S3A1,P7480S4,P7480S4A1,P7480S5,P7480S5A1,P7480S6,P7480S6A1,P7480S7,P7480S7A1,P7480S8,P7480S8A1,P7480S9,P7480S9A1,P7480S10,P7480S10A1,P7480S11,P7480S11A1,AREA,MES,DPTO,fex_c_2011
5399174,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,679.12470479
5399174,1,2,1,90,2,,1,25,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,679.12470479
5399175,1,1,1,90,2,,1,28,2,,2,,1,40,2,,2,,2,,2,,2,,08,03,08,462.49192648
5399175,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,462.49192648
5399175,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,462.49192648
5399176,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,606.640419
5399176,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,606.640419
5399177,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,677.65400682
5399177,1,2,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,08,03,08,677.65400682
5399177,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,677.65400682
5399178,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,531.31937109
5399178,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,531.31937109
5399178,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,531.31937109
5399178,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,531.31937109
5399179,1,1,1,90,2,,1,14,1,7,1,24,2,,2,,1,2,2,,2,,2,,08,03,08,581.3432056
5399180,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,624.8604234
5399180,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,624.8604234
5399180,1,4,1,90,2,,1,28,2,,1,14,2,,2,,2,,2,,2,,2,,08,03,08,624.8604234
5399181,1,1,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,763.2016443
5399181,1,2,1,90,2,,1,48,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,763.2016443
5399181,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,763.2016443
5399181,1,4,1,90,2,,1,48,2,,1,48,2,,2,,2,,2,,2,,2,,08,03,08,763.2016443
5399182,1,1,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,653.00343104
5399182,1,2,1,90,2,,1,21,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,653.00343104
5399182,1,3,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,653.00343104
5399183,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399183,1,2,1,90,2,,1,35,2,,1,49,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399183,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399183,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399184,1,1,1,90,2,,1,28,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,612.99474525
5399184,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,612.99474525
5399184,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,612.99474525
5399184,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,612.99474525
5399184,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,612.99474525
5399185,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,637.48025708
5399185,1,2,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,637.48025708
5399185,1,3,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,637.48025708
5399186,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,509.46520876
5399187,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399187,1,2,1,90,2,,1,21,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399187,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399187,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399187,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.72844304
5399188,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
5399188,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
5399188,1,3,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
5399188,1,4,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
5399189,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399189,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399189,1,3,1,90,2,,1,18,2,,1,24,2,,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399189,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399189,1,7,1,90,2,,2,,1,18,2,,1,28,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399189,1,9,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,530.48910347
5399190,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399190,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399190,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399191,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,729.40653611
5399191,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,729.40653611
5399191,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,729.40653611
5399191,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,729.40653611
5399192,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399192,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399192,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399193,1,1,1,90,2,,1,21,2,,1,38,2,,2,,2,,2,,2,,2,,08,03,08,739.9627222
5399193,1,5,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,739.9627222
5399194,1,1,1,90,2,,1,21,2,,1,14,2,,2,,2,,2,,2,,2,,08,03,08,560.21274299
5399194,1,2,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,08,03,08,560.21274299
5399194,1,3,1,90,2,,1,21,2,,1,28,2,,2,,2,,2,,2,,2,,08,03,08,560.21274299
5399195,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,518.29636807
5399195,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,518.29636807
5399195,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,518.29636807
5399195,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,518.29636807
5399196,1,1,1,90,2,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,08,03,08,725.15988196
5399196,1,2,1,90,2,,1,40,2,,1,40,2,,2,,2,,2,,2,,2,,08,03,08,725.15988196
5399197,1,1,1,90,2,,1,20,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,546.07119216
5399197,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,546.07119216
5399198,1,1,1,90,2,,1,5,2,,1,7,2,,2,,2,,2,,2,,2,,08,03,08,771.19505913
5399198,1,2,1,90,2,,1,21,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,771.19505913
5399199,1,1,1,90,2,,1,7,2,,1,8,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399199,1,2,1,90,2,,1,49,2,,1,28,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399199,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399200,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,582.77898454
5399200,1,2,1,90,2,,1,5,2,,2,,1,15,2,,2,,2,,2,,2,,08,03,08,582.77898454
5399201,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,844.50883491
5399201,1,2,1,90,2,,1,21,2,,1,50,2,,2,,2,,2,,2,,2,,08,03,08,844.50883491
5399201,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,844.50883491
5399202,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,650.70324307
5399202,2,1,2,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,650.70324307
5399202,2,2,2,90,2,,1,40,2,,1,48,2,,2,,2,,2,,2,,2,,08,03,08,650.70324307
5399203,1,1,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,458.00559531
5399203,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,458.00559531
5399203,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,458.00559531
5399204,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399204,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399205,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399205,1,2,1,90,2,,1,20,2,,1,20,2,,2,,2,,2,,2,,2,,08,03,08,654.65698138
5399206,1,1,1,90,2,,1,5,2,,1,10,2,,2,,2,,2,,2,,2,,08,03,08,693.84160683
5399206,1,2,1,90,2,,1,20,2,,1,60,2,,2,,2,,2,,2,,2,,08,03,08,693.84160683
5399207,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,4,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,6,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399207,1,7,1,90,2,,1,25,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,600.71975725
5399208,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,670.8445814
5399209,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,757.30764708
5399209,1,2,1,90,2,,1,30,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,757.30764708
5399209,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,757.30764708
5399210,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399210,1,2,1,90,2,,1,35,2,,1,49,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399210,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399211,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,546.07119216
5399211,1,2,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,546.07119216
5399212,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,546.07119216
5399212,1,2,1,90,2,,1,10,2,,2,,2,,2,,1,25,2,,2,,2,,08,03,08,546.07119216
5399213,1,1,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,566.59138453
5399213,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,566.59138453
5399213,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,566.59138453
5399214,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,670.8445814
5399215,1,1,1,90,2,,1,14,2,,1,7,2,,2,,2,,2,,2,,2,,08,03,08,617.7314176
5399215,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,617.7314176
5399215,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,617.7314176
5399215,1,4,1,90,2,,1,14,2,,1,25,2,,2,,2,,2,,2,,2,,08,03,08,617.7314176
5399216,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.39961191
5399216,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.39961191
5399217,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,548.37138013
5399217,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,548.37138013
5399218,1,1,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,727.97075716
5399218,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,727.97075716
5399218,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,727.97075716
5399219,1,1,1,90,2,,1,25,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,500.56860785
5399219,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,500.56860785
5399219,1,3,1,90,2,,1,14,2,,1,21,2,,2,,2,,2,,2,,2,,08,03,08,500.56860785
5399220,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,670.8445814
5399221,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,578.82524623
5399221,1,2,1,90,2,,1,48,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,578.82524623
5399221,1,4,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,578.82524623
5399222,1,1,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,567.45579355
5399222,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,567.45579355
5399224,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,440.82887101
5399224,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,440.82887101
5399224,1,3,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,440.82887101
5399224,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,440.82887101
5399225,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399225,1,2,1,90,2,,1,24,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399226,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399226,1,2,1,90,2,,1,17,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399226,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399227,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399227,1,2,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399227,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.50697111
5399228,1,1,1,90,2,,1,5,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399228,1,2,1,90,2,,1,18,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399228,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399228,1,5,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399228,1,6,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399228,1,7,1,90,2,,1,5,2,,1,2,2,,2,,2,,2,,2,,2,,08,03,08,527.81228744
5399231,1,1,1,90,2,,1,17,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,534.36992332
5399231,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,534.36992332
5399231,1,3,1,90,2,,1,17,2,,1,25,2,,2,,2,,2,,2,,2,,08,03,08,534.36992332
5399233,1,1,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,442.26464995
5399233,1,2,1,90,2,,1,21,2,,2,,1,35,2,,2,,2,,2,,2,,08,03,08,442.26464995
5399233,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,442.26464995
5399233,1,4,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,442.26464995
5399233,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,442.26464995
5399234,1,1,1,90,2,,1,12,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399234,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399235,1,1,1,90,2,,1,10,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399235,1,2,1,90,2,,1,15,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399235,1,3,1,90,2,,1,5,2,,1,10,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399235,1,4,1,90,2,,1,10,2,,1,15,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399235,1,7,1,90,2,,1,5,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399235,1,9,1,90,2,,1,15,2,,1,5,2,,2,,2,,2,,2,,2,,08,03,08,599.77622248
5399239,1,1,1,90,2,,1,18,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,509.46520876
5399240,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399240,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,492.28848446
5399241,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399241,1,2,1,90,2,,1,36,2,,1,36,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399241,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,640.76956934
5399242,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,536.39165721
5399242,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,536.39165721
5399242,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,536.39165721
5399242,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,536.39165721
5399243,1,1,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,626.88215729
5399243,1,2,1,90,2,,1,42,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,626.88215729
5399243,1,3,1,90,2,,1,8,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,626.88215729
5399243,1,4,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,626.88215729
5399244,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,568.8915725
5399244,1,2,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,568.8915725
5399244,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,568.8915725
5399245,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,580.35408131
5399246,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399246,1,2,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399246,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399246,1,4,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399246,1,5,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399246,1,6,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,553.04881816
5399247,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399247,1,2,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399247,1,3,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399247,1,4,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,605.4975559
5399248,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399248,1,2,1,90,2,,1,17,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399248,1,3,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,478.40107242
5399249,1,1,1,90,2,,1,20,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,711.27246991
5399249,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,711.27246991
5399249,1,5,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,711.27246991
5399250,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399250,1,2,1,90,2,,1,35,2,,1,7,1,35,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399250,1,3,1,90,2,,1,42,2,,1,56,1,8,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399250,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399250,1,7,1,90,2,,1,35,2,,1,35,2,,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399250,1,8,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,543.60425197
5399252,1,1,1,90,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,608.54810813
5399252,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,608.54810813
5399252,1,3,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,608.54810813
5399254,1,1,1,90,2,,1,10,2,,1,30,2,,2,,2,,2,,2,,2,,08,03,08,579.68965526
5399254,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,579.68965526
5399257,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.74445759
5399257,1,2,1,90,2,,1,40,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.74445759
5399257,1,3,1,90,2,,1,21,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.74445759
5399257,1,4,1,90,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,421.74445759
5399258,1,1,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,502.38722214
5399258,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,502.38722214
5399258,1,3,1,90,2,,1,14,2,,1,10,2,,2,,2,,2,,2,,2,,08,03,08,502.38722214
5399258,1,5,1,90,2,,1,25,2,,1,25,2,,2,,2,,2,,2,,2,,08,03,08,502.38722214
5399259,1,1,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,582.77898454
5399259,1,2,1,90,2,,1,5,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,582.77898454
5399260,1,1,1,90,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,08,03,08,676.51114371
5399260,1,2,1,90,2,,1,25,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,676.51114371
5399260,1,3,1,90,2,,1,28,2,,1,42,2,,2,,2,,2,,2,,2,,08,03,08,676.51114371
5399260,1,4,1,90,2,,1,10,2,,2,,1,30,2,,2,,2,,2,,2,,08,03,08,676.51114371
5399260,1,5,1,90,2,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,676.51114371
5399261,1,1,1,90,2,,1,20,2,,1,25,2,,2,,2,,2,,2,,2,,08,03,08,712.92602025
5399261,1,2,1,90,2,,1,5,2,,1,15,2,,2,,2,,2,,2,,2,,08,03,08,712.92602025
5399262,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,532.18378012
5399262,1,2,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,532.18378012
5399262,1,3,1,90,2,,1,14,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,532.18378012
5399263,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,565.60226024
5399263,1,2,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,565.60226024
5399263,1,3,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,565.60226024
5399264,1,1,1,90,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.97888128
5399264,1,2,1,90,2,,1,15,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.97888128
5399264,1,3,1,90,2,,1,10,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,547.97888128
5399266,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,639.78044505
5399266,1,2,1,90,2,,1,17,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,639.78044505
5399266,1,3,1,90,2,,1,17,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,639.78044505
5399267,1,1,1,90,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
5399267,1,2,1,90,2,,1,21,2,,1,14,2,,2,,2,,2,,2,,2,,08,03,08,584.11295451
