DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,CLASE,MES,DPTO,fex_c_2011
5411914,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,5665.6764826
5411915,1,1,1,95,2,,,,,,,1,2,,2,,1,532000,,,1,532000,1,532000,,,,,,,,,,,2,,2,,2,,2,03,13,3387.3558158
5411915,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3387.3558158
5411915,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3387.3558158
5411916,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411916,1,2,1,95,2,,,,,,,1,2,,2,,1,825000,,,1,825000,1,825000,,,,,,,,,,,2,,2,,2,,2,03,13,2965.5876301
5411916,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411916,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411916,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411916,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411917,1,1,1,95,2,,,,,,,1,1,600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,13,6324.1924198
5411917,1,2,1,95,2,,,,,,,1,2,,2,,1,640000,,,1,640000,,,,,,,1,INGRESO SOLIDARIO,640000,,,,2,,2,,2,,2,03,13,6324.1924198
5411918,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3248.5164413
5411918,1,2,1,95,2,,,,,,,1,2,,2,,1,1080000,,,1,1080000,1,1080000,,,,,,,,,,,2,,2,,2,,2,03,13,3248.5164413
5411918,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3248.5164413
5411918,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3248.5164413
5411918,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3248.5164413
5411921,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,13,3024.6642887
5411921,1,2,1,95,2,,,,,,,1,1,600000,2,,1,540000,,,1,540000,1,540000,,,,,,,,,,,2,,2,,2,,2,03,13,3024.6642887
5411921,1,3,1,95,2,,,,,,,1,2,,2,,1,960000,,,1,960000,,,,,1,960000,,,,,,,2,,2,,2,,2,03,13,3024.6642887
5411922,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,5870.5008201
5411922,1,2,1,95,2,,,,,,,1,2,,2,,1,1380000,,,1,1380000,1,1380000,,,,,,,,,,,2,,2,,2,,2,03,13,5870.5008201
5411922,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,5870.5008201
5411922,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,5870.5008201
5411923,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2512.1675992
5411925,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411925,1,2,1,95,2,,,,,,,1,2,,2,,1,1120000,,,1,1120000,,,,,,,1,INGRESO SOLIDARIO,1120000,,,,2,,2,,2,,2,03,13,2965.5876301
5411925,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411925,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411925,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411925,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2965.5876301
5411927,1,1,1,95,2,,,,,,,1,2,,2,,1,375000,,,1,375000,,,,,,,1,DEVOLUCION DE IVA,375000,,,,2,,2,,2,,2,03,13,1814.0897734
5411927,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1814.0897734
5411928,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1832.1934474
5411928,1,2,1,95,2,,,,,,,1,2,,2,,1,1080000,,,1,1080000,1,1080000,,,,,,,,,,,2,,2,,2,,2,03,13,1832.1934474
5411928,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1832.1934474
5411928,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1832.1934474
5411928,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1832.1934474
5412027,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2569.887723
5412027,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2569.887723
5412027,1,3,1,95,2,,,,,,,1,2,,2,,1,450000,,,1,450000,,,,,,,1,DEVOLUCION DEL IVA,450000,,,,2,,2,,2,,2,03,13,2569.887723
5412030,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,13,1544.6102349
5412030,1,2,1,95,2,,,,,,,1,2,,2,,1,530000,,,1,530000,1,530000,,,,,,,,,,,2,,2,,2,,2,03,13,1544.6102349
5412030,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1544.6102349
5412031,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3812.7178248
5412031,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3812.7178248
5412031,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3812.7178248
5412031,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3812.7178248
5412032,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1515.3041266
5412032,1,2,1,95,2,,,,,,,1,2,,2,,1,1180000,,,1,1180000,1,1180000,,,,,,,,,,,2,,2,,2,,2,03,13,1515.3041266
5412032,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1515.3041266
5412032,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1515.3041266
5412033,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1510.3664136
5412033,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1510.3664136
5412034,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2163.9732232
5412034,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2163.9732232
5412035,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3729.8947015
5412035,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3729.8947015
5412035,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3729.8947015
5412036,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2037.4901346
5412038,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,2169.2470907
5412038,1,2,1,95,2,,,,,,,1,2,,2,,1,2295000,,,1,2295000,,,,,1,1920000,1,DEVOLUCION DEL IVA,375000,,,,2,,2,,2,,2,03,13,2169.2470907
5412038,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2169.2470907
5412038,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2169.2470907
5412038,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2169.2470907
5412039,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2342.6388331
5412039,1,2,1,95,2,,,,,,,1,2,,2,,1,1180000,,,1,1180000,1,1180000,,,,,,,,,,,2,,2,,2,,2,03,13,2342.6388331
5412039,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2342.6388331
5412039,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2342.6388331
5412039,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2342.6388331
5412039,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2342.6388331
5412040,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,1282.3069278
5412040,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412040,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412041,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412041,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412042,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,1452.7071221
5412042,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1452.7071221
5412042,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1452.7071221
5412042,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1452.7071221
5412043,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412043,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412044,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2037.4901346
5412045,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1335.9692808
5412045,1,2,1,95,2,,,,,,,1,2,,2,,1,2098000,,,1,2098000,1,2098000,,,,,,,,,,,2,,2,,2,,2,03,13,1335.9692808
5412045,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1335.9692808
5412045,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1335.9692808
5412046,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,1,1600000,,,,,,,2,,2,,2,,2,03,13,2037.4901346
5412048,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2664.0109757
5412048,1,2,1,95,2,,,,,,,1,2,,2,,1,2583000,,,1,2583000,1,2583000,,,,,,,,,,,2,,2,,2,,2,03,13,2664.0109757
5412048,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2664.0109757
5412048,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2664.0109757
5412049,1,1,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,,,,,,,1,INGRESO SOLIDARIO,480000,,,,2,,2,,2,,2,03,13,2124.9218675
5412049,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2124.9218675
5412050,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2151.8291692
5412050,1,2,1,95,2,,,,,,,1,1,4800000,2,,1,1245000,,,1,1245000,1,1245000,,,,,,,,,,,2,,2,,2,,2,03,13,2151.8291692
5412050,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2151.8291692
5412050,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2151.8291692
5412050,1,6,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,2151.8291692
5412051,1,1,1,95,2,,,,,,,1,1,1800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,13,1998.4387788
5412052,1,1,1,95,2,,,,,,,1,2,,2,,1,1600000,,,1,1600000,,,,,,,1,INGRESO SOLIDARIO,1600000,,,,2,,2,,2,,2,03,13,3871.3300416
5412052,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3871.3300416
5412053,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1916.2809133
5412053,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1916.2809133
5412053,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1916.2809133
5412055,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412055,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412055,1,3,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,1282.3069278
5412056,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2693.3170841
5412056,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2693.3170841
5412056,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2693.3170841
5412057,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412057,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1471.3150578
5412058,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3138.2829396
5412058,1,2,1,95,2,,,,,,,1,2,,2,,1,2235000,,,1,2235000,1,2235000,,,,,,,,,,,2,,2,,2,,2,03,13,3138.2829396
5412058,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3138.2829396
5412058,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,3138.2829396
5412059,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,13,1597.7981465
5412059,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,,,,,,,1,INGRESO SOLIDARIO,480000,,,,2,,2,,2,,2,03,13,1597.7981465
5412059,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1597.7981465
5412060,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2923.927627
5412060,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2923.927627
5412060,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2923.927627
5412061,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,2691.0969442
5412062,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412062,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412062,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412062,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412062,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,13,1282.3069278
5412140,1,1,1,95,2,,,,,,,1,1,2400000,2,,1,1600000,,,1,1600000,1,1600000,,,,,,,,,,,2,,2,,2,,2,03,15,787.82510235
5412140,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,787.82510235
5412140,1,4,1,95,1,1,300000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,787.82510235
5412141,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412141,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412141,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412141,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412142,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412142,1,2,1,95,2,,,,,,,1,2,,2,,1,800000,,,1,800000,1,800000,,,,,,,,,,,2,,2,,2,,2,03,15,2503.519179
5412143,1,1,1,95,2,,,,,,,1,1,1000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412143,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,1,1200000,2,,2,,2,03,15,610.61443389
5412144,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412144,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412144,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412145,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1350.9651714
5412145,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1350.9651714
5412146,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1350.9651714
5412146,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1350.9651714
5412147,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412147,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412147,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412147,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412158,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1466.0861494
5412158,1,2,1,95,2,,,,,,,1,2,,2,,1,480000,,,1,480000,1,480000,,,,,,,,,,,2,,2,,2,,2,03,15,1466.0861494
5412158,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1466.0861494
5412159,1,1,1,95,2,,,,,,,1,1,98,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412159,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412160,1,1,1,95,2,,,,,,,1,1,2400000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412160,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412161,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412161,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412161,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412162,1,1,1,95,2,,,,,,,1,2,,2,,1,580000,,,1,580000,1,580000,,,,,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412162,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412162,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412162,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412165,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,2025.0525664
5412165,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,2025.0525664
5412165,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2025.0525664
5412165,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2025.0525664
5412166,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412166,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412167,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412167,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412169,1,1,1,95,1,1,200000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1195.4634664
5412174,1,1,1,95,2,,,,,,,1,1,1200000,2,,1,1740000,,,1,1740000,,,,,1,1740000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412174,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412175,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412175,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412175,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,2503.519179
5412176,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,2,03,15,610.61443389
5412176,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412176,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412177,1,1,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,2,03,15,610.61443389
5412177,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412177,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412178,1,1,1,95,2,,,,,,,1,2,,2,,1,1740000,,,1,1740000,,,,,,,1,INGRESO SOLIDARIO,1740000,,,,2,,2,,2,,2,03,15,610.61443389
5412178,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,610.61443389
5412179,1,1,1,95,2,,,,,,,1,1,400000,2,,1,1740000,,,1,1740000,,,,,,,1,INGRESOS SOLIDARIO,1740000,,,,2,,2,,2,,2,03,15,1100.0719911
5412180,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,15,1100.0719911
5412192,1,1,1,95,2,,,,,,,1,1,600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,2,03,68,1980.8097082
5412192,1,2,1,95,2,,,,,,,1,2,,2,,1,1440000,,,1,1440000,,,,,,,1,INGRESO SOLIDARIO,1440000,,,,2,,2,,2,,2,03,68,1980.8097082
5412192,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1980.8097082
5412192,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1980.8097082
5412192,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1980.8097082
5412192,1,6,1,95,1,2,,1,908500,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1980.8097082
5412193,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1854.0098141
5412194,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412194,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412194,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
5412195,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412195,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,4219.3139767
5412196,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,68,1029.1009699
