DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P3044,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6424S5,P6426,P6430S1,P3045S1,P3045S2,P3045S3,P3046,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P3047,P3048,P3049,P6765,P6765S1,P3053,P3054,P3055,P3056,P6760,P3061,P3063,P3064,P3065,P3066,P3067,P3067S1,P3067S2,P6775,P3068,P6750,P3073,P550,P6780,P6780S1,P1879,P1805,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P3069,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P1880,P1880S1,P7040,P7045,P7050,P7070,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P1881,P1882,P7240,CLASE,OCI,AREA,P6430,RAMA4D_R4,OFICIO_C8,RAMA2D_R4,MES,PERIODO,DPTO,FT,FEX_C18,INGLABO,P3363,P3364,P3364S1,P6640S1,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P3051,P3051S1,P3052,P3052S1,P3365,P3365S1,P3054S1,P3055S1,P3057,P3058S1,P3058S2,P3058S3,P3058S4,P3058S5,P3059,P3062S1,P3062S2,P3062S3,P3062S4,P3062S5,P3062S6,P3062S7,P3062S8,P3062S9,P3063S1,P3064S1,P3366,PER,REGIS
5000026,1,1,1,AGRICULTOR ( CULTIVO DE YUCA MAIZ),2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,2,,12,1,2,,,2,,,2,,300000,1,3200000,3,,1,1,12,36,2,,36,,,1,8,,2,,2,,,,2,2,1,1,24,4,,3,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,3,30,10,2,1,,4,0113,6111,01,1,20220104,13,1,1366.3121911,300000,,,,,2,,,,,3,,,,,,,,,,,,,,,3200000,0,0,0,0,0,0,0,0,0,60000,,,2022,60
5000029,1,1,1,ARREGLO DE ROPA,2,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,150000,1,,3,,4,1,2,25,1,,25,,,1,1,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,14,,8,1,1,,4,9522,7531,95,1,20220104,13,1,2149.7183258,150000,,,,,2,,,,,3,,,150000,150000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000029,1,2,1,FINCA DE DESCANSO,1,1,,,1,,1,2,2,2,2,5,,2,2,2,2,2,700000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42,,,42,,,2,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,11,15,5,1,1,,3,9700,9211,97,1,20220104,13,1,2149.7183258,700000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000030,1,3,1,COMPRA Y VENTA DE GALLETAS,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,,2,2,,,,,,2,2,,,,,,0,1,,1,,1,1,2,10,1,,10,,,1,2,,2,,2,,,,2,2,1,0,1,3,,3,,2,,,,,,2,,,,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,3,10,3,1,1,,4,4729,5221,47,1,20220104,13,1,2753.0679557,0,,,,,2,,,,,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000031,1,1,1,CONSTRUCCION DE OBRAS CIVILES,1,2,2,12,2,1,1,1,1,1,1,84,,1,1,1,1,2,1070000,1,70000,1,2,,2,,2,,2,,1,200000,2,2,,,2,,,2,,,2,,,2,,,2,,1,500000,1,550000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,2,1,7,1,2,1,0,50,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,5,3,1,1,,1,4290,5414,42,1,20220104,13,1,2767.6500084,1070000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000031,1,2,1,PREPARACION Y VENTA DE COMIDAS CON SERVICIO A LA MESA,1,1,,,1,,2,2,2,2,2,1,,1,1,9,9,2,560000,2,,,1,200000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,50,,,3,7,,2,,2,,,,2,2,1,12,36,3,,7,,2,,,,,,2,,,,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,12,10,3,1,1,,1,5611,5131,56,1,20220104,13,1,2767.6500084,760000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000031,1,3,1,CRIA Y LEVANTE D GANADO VACUNO,2,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,2,,25,,,2,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,2,2,2,2,2,1,3,20,3,1,1,,6,0141,6121,01,1,20220104,13,1,2767.6500084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000032,1,1,1,VENTA DE VIVERES Y ABARROTES,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,300000,1,,3,,1,1,12,60,,,60,,,1,7,,2,,2,,,,2,2,1,0,360,4,,11,,2,,,,,,2,,,,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,3,2,7,1,1,,4,4711,5221,47,1,20220104,13,1,2532.8700316,300000,,,,,2,,,,,3,,,800000,800000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000032,1,2,1,VENTA DE PRODUCTOS ESCOLARES DE HOGAR PIÑATERIA Y BELLEZA,2,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,200000,1,,3,,1,1,12,58,,,58,,,1,7,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,3,2,5,1,1,,4,4719,5221,47,1,20220104,13,1,2532.8700316,200000,,,,,2,,,,,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000033,1,2,1,CRIA Y LEVANTE DE GANADO VACUNO Y PRODUCCION DE LECHE,1,2,1,,1,,1,2,2,1,2,12,,2,2,2,2,2,880000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,2,8,,2,,2,,,,2,2,1,0,120,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,13,15,3,1,1,,7,0141,6121,01,1,20220104,13,1,2398.313804,880000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000033,1,5,1,VENTA DE TINTO AMBULANTE,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,,2,2,,,,,,2,2,,,,,,0,1,,1,,1,1,1,40,,,40,,,1,6,,5,,2,,,,2,2,1,2,2,1,,3,,2,,,,,,2,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,11,10,5,1,1,,4,4781,5212,47,1,20220104,13,1,2398.313804,0,,,,,2,,,,,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000034,1,1,1,OFICIOS VARIOS( DESHIERBAR RECOGER  COSECHA CERCADO DE PATIOS),2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,450000,1,,4,CUANDO ES REQUERIDO,1,1,12,48,,,48,,,1,8,,2,,2,,,,2,2,1,1,12,1,,1,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,13,60,10,1,1,,4,0161,9211,01,1,20220104,13,1,2149.7183258,450000,,,,,2,,,,,3,,,450000,450000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000035,1,2,1,CONSTRUCCION REPARACION Y REFORMA DE EDIFICACIONES,1,1,,,1,,2,2,2,2,2,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,420000,1,,1,,1,1,12,48,,,48,,,1,2,,2,,2,,,,2,2,1,2,60,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,12,10,3,1,1,,4,4112,7112,41,1,20220104,13,1,2594.2768636,420000,,,,,2,,,,,3,,,420000,420000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000035,1,3,1,TRANSPORTE DE PERSONAS EN BICITAXI,2,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,400000,1,,3,,1,1,12,48,,,48,,,1,4,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,15,5,3,1,1,,4,4921,9331,49,1,20220104,13,1,2594.2768636,400000,,,,,2,,,,,3,,,600000,600000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000036,1,2,1,CONSTRUCCION REFORMA Y REPARACION DE EDIFICACIONES,2,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,500000,1,,3,,3,2,12,48,,,48,,,1,2,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,2,2,1,1,3,15,3,1,1,,4,4112,7112,41,1,20220104,13,1,1879.0745094,500000,,,,,2,,,,,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000036,1,3,1,VENTA DE VIVERES Y ABARROTES   Y DE ARTICULOS PARA EL HOGAR,1,2,1,,1,,1,1,2,1,1,48,,1,1,1,1,2,1014980,2,,,2,,2,,2,,2,,2,,,1,106454,1,2,,,2,,,2,,,2,,,1,454000,2,,1,454000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,2,1,4,1,1,1,1,24,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,5,10,1,1,,1,4711,9334,47,1,20220104,13,1,1879.0745094,1014980,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000037,1,2,1,TRANSPORTE DE PERSONAS EN MOTO,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,500000,1,,3,,1,1,12,48,,,48,,,1,4,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,11,5,3,1,1,,4,4921,8321,49,1,20220104,13,1,3404.4565052,500000,,,,,2,,,,,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000038,1,2,1,TALA DERRIBA Y TROZA ARBOLES EN EL SITIO DE CORTE,1,1,,,1,,1,2,2,2,2,2,,2,2,2,2,2,320000,2,,,1,200000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,,28,,,2,8,,2,,2,,,,2,2,1,0,5,4,,3,,2,,,,,,1,15,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,11,20,5,1,1,,1,0220,6210,02,1,20220104,13,1,2363.2465009,520000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000039,1,1,1,DESMONTA MALEZA CON MACHETE,2,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,200000,1,,3,,1,1,8,36,1,,36,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,1,10,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,13,20,8,1,1,,4,0161,9211,01,1,20220104,13,1,2502.039617,200000,,,,,2,,,,,2,,,200000,200000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000039,1,3,1,PRESTAMO DE  DINERO INFORMAL,1,1,,,1,,1,2,2,2,2,24,,2,2,2,2,2,400000,2,,,1,200000,2,,2,,1,200000,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,,50,,,3,6,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,15,5,1,1,,1,6499,4214,64,1,20220104,13,1,2502.039617,600000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000041,1,1,1,PREPARACION Y VENTA DE COMIDAS,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,150000,1,,3,,1,1,5,40,,,40,,,2,1,,2,,2,,,,2,2,1,3,3,1,,1,,2,,,,,,1,15,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,14,,8,1,1,,4,5619,5120,56,1,20220104,13,1,2635.4219315,150000,,,,,1,1,0,0,1,3,,,300000,300000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000041,1,2,1,PREPARACION Y VENTA DE COMIDAS,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40,,,40,,,2,1,,2,,2,,,,2,2,1,12,36,3,,11,,2,,,,,,2,,,,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,14,,8,1,1,,6,5619,5120,56,1,20220104,13,1,2635.4219315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000042,1,1,1,VENTA DE CERVEZAS GASEOSAS Y MEKATOS,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,700000,1,,3,,1,1,12,60,,,60,,,2,1,,2,,2,,,,2,2,1,0,120,4,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,2,1,1,,4,4724,5221,47,1,20220104,13,1,1414.9825801,700000,,,,,1,1,0,0,1,3,,,1500000,1500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000042,1,2,1,VENTA DE CERVEZAS GASEOSAS Y MEKATOS,2,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,40,,,40,,,2,1,,2,,2,,,,2,2,1,0,36,4,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,3,1,1,,6,4724,5221,47,1,20220104,13,1,1414.9825801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000042,1,3,1,TRANSPORTE INFORMAL DE PASAJEROS,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,400000,1,,3,,1,1,12,60,,,60,,,1,4,,2,,2,,,,2,2,1,0,35,4,,10,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,12,5,8,1,1,,4,4921,8321,49,1,20220104,13,1,1414.9825801,400000,,,,,2,,,,,3,,,700000,700000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000044,1,2,1,OFICIOS VARIOS( DESMONTAR CERCADO DE FINCAS ),2,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,450000,1,,3,,1,1,12,48,,,48,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,11,20,3,1,1,,4,0161,9211,01,1,20220104,13,1,2076.9218745,450000,,,,,2,,,,,3,,,450000,450000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000044,1,3,1,OFICIOS VARIOS( DESMONTAR CERCADO DE FINCAS ),2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,300000,1,,3,,1,1,12,48,,,48,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,11,20,3,1,1,,4,0161,9211,01,1,20220104,13,1,2076.9218745,300000,,,,,2,,,,,3,,,300000,300000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000044,1,4,1,OFICIOS VARIOS( DESMONTAR CERCADO DE FINCAS ),2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,300000,1,,3,,1,1,3,36,1,,36,,,1,8,,2,,2,,,,2,2,2,,,,,,,2,,,,,,1,12,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,11,20,3,1,1,,4,0161,9211,01,1,20220104,13,1,2076.9218745,300000,,,,,2,,,,,3,,,300000,300000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000045,1,1,1,VENTA DE MEKATOS Y GASEOSAS,2,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,140000,1,,3,,5,1,12,36,2,,36,,,1,1,,2,,2,,,,2,2,1,0,48,1,,1,,2,,,,,,2,,,,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,14,,9,1,1,,4,4711,5221,47,1,20220104,13,1,2194.015156,140000,,,,,2,,,,,3,,,140000,140000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000046,1,2,1,VIGILANCIA Y SEGURIDAD EN FINCAS,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,470000,1,,1,,1,1,7,48,,,48,,,1,8,,2,,2,,,,2,2,1,6,120,1,,1,,2,,,,,,2,,,,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,12,20,10,1,1,,4,8010,5414,80,1,20220104,13,1,2618.4791906,470000,,,,,2,,,,,3,,,470000,470000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000047,1,1,1,COMPRA Y VENTA DE PESCADO,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,600000,1,,3,,3,2,12,36,2,,36,,,1,7,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,2,1,1,2,1,1,15,20,10,1,1,,4,4723,5221,47,1,20220104,13,1,2493.596194,600000,,,,,2,,,,,3,,,600000,600000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000048,1,1,1,OFICIOS VARIOS ( CONSTRUCCION DESMONTE AGRICULTOR),2,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,350000,1,,3,,1,1,12,48,,,48,,,1,8,,2,,2,,,,2,1,1,2,240,7,,13,VENDIERON LA FINCA Y CAMBIO DE ADMINISTRACION,2,,,,,,2,,,,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,13,15,10,1,1,,4,4111,9313,41,1,20220104,13,1,2265.4192998,350000,,,,,2,,,,,3,,,350000,350000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000048,1,2,1,TRANSPORTE DE PERSONAS EN MOTO,2,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,500000,1,,3,,1,1,12,48,,,48,,,1,4,,2,,2,,,,2,2,1,1,60,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,5,10,1,1,,4,4921,8321,49,1,20220104,13,1,2265.4192998,500000,,,,,2,,,,,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000049,1,1,1,SERVICIOS DE LIMPIEZA,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,,1,2,2,,,,,,2,2,,,,,,225000,1,,1,,1,2,12,20,1,,20,,,1,2,,2,,2,,,,2,2,1,14,12,4,,13,POR PANDEMIA COVID,2,,,,,,2,,,,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,12,15,3,1,1,,4,8121,9111,81,1,20220104,13,1,1113.3371378,225000,,,,,2,,,,,3,,,225000,225000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000049,1,2,1,SERVICIOS DE ALBAÑILERIA,2,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,,1,2,2,,,,,,2,2,,,,,,630000,1,,1,,1,2,10,44,,,44,,,1,9,,2,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,2,1,12,20,3,1,1,,4,4112,9313,41,1,20220104,13,1,1113.3371378,630000,,,,,2,,,,,3,,,630000,630000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000049,1,5,1,SERVICIOS DE TRANSPORTE DE PASAJEROS,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,700000,1,,3,,1,2,12,55,,,55,,,1,4,,2,,2,,,,2,2,1,0,7,4,,3,,2,,,,,,2,,,,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,3,15,3,1,1,,4,4921,8321,49,1,20220104,13,1,1113.3371378,700000,,,,,2,,,,,3,,,700000,700000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000050,1,5,1,PLANTAS,2,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,98,1,,3,,1,1,12,8,1,,8,,,1,2,,5,,2,,,,2,2,1,0,9,3,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,1,30,3,1,1,,4,0130,6113,01,1,20220104,13,1,1186.2801353,,,,,,2,,,,,3,,,98,98,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000051,1,1,1,SOLDADURA,1,1,,,1,,1,2,2,2,2,0,,2,2,2,2,2,98,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,,48,,,2,7,,2,,2,,,,1,2,1,3,4,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,10,3,1,1,,1,2592,7112,25,1,20220104,13,1,1655.9613755,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000052,1,2,1,SERVICIOS DE ALBAÑILERIA,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,,1,2,2,,,,,,2,2,,,,,,900000,1,,1,,1,2,12,44,,,0,6,,1,9,,2,,2,,,,2,2,1,12,245,4,,13,POR PANDEMIA COVID,2,,,,,,2,,,,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,12,20,3,1,1,,4,4112,9313,41,1,20220104,13,1,1370.7455981,900000,,,,,2,,,,,3,,,800000,800000,2,,,,,,,,,,,,,,,,,,,,,,2,2022,60
5000052,1,3,1,VISCERAS BLANCAS DE RES,2,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,700000,1,,3,,6,2,12,36,2,,36,,,1,5,,2,,2,,,,2,2,1,0,60,1,,8,,2,,,,,,2,,,,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,11,15,3,1,1,,4,4723,5221,47,1,20220104,13,1,1370.7455981,700000,,,,,2,,,,,3,,,700000,700000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5000053,1,2,1,PIZZA,1,2,1,,1,,1,1,1,1,1,2,,9,9,9,9,2,1000000,2,,,2,,2,,2,,2,,2,,,1,98,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,,48,,,4,7,,1,,1,2,1,98,9,2,1,24,60,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,1,120,3,1,1,,1,5611,9411,56,1,20220104,13,1,1315.532974,1000000,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
