DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
7014450;1;1;1;FRITOS;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;200000;1;;3;;5;1;10;20;2;;20;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;6;3;1;1;23;4;5619;5212;56;200000;03;20220311;23;1;276.98943811;;;;;2;;;;;3;;;200000;200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014451;1;1;1;HOGAR;1;1;;;1;;2;2;2;2;2;4;;2;2;2;2;2;720000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;1;;30;;;1;2;;2;;2;;;;2;2;1;0;24;3;;1;;2;;;;;;2;;;;1;1;1;2;2;2;2;1;1;2;2;1;2;1;1;2;1;1;12;20;5;1;1;23;3;9700;9111;97;720000;03;20220311;23;1;162.74331919;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014452;1;1;1;VENTA AL POR MENOR DE VERDURAS;2;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;40;;;40;;;1;7;;2;;2;;;;2;2;1;0;72;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;23;4;4721;5212;47;600000;03;20220311;23;1;76.199199488;;;;;2;;;;;3;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014453;1;2;1;VENTA AL POR MENOR DE ROPA NUEVA;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1500000;1;;3;;3;2;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;0;180;1;;13;PORQUE SE SENTIA MUY CANSADO PORQUE LOS HORARIOS ERAN BASTANTE EXTENUANTES;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;1;1;23;4;4759;5221;47;1500000;03;20220311;23;1;188.24506833;;;;;2;;;;;3;;;1500000;1500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014454;1;1;1;VENTA AL POR MAYOR Y TIENDA A TIENDA DE BEBIDAS DE FRUTAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1300000;1;;3;;3;2;12;48;;;48;;;2;5;;2;;2;;;;2;2;1;2;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;1;1;23;4;4620;5221;46;1300000;03;20220311;23;1;183.96224226;;;;;1;1;0;0;1;2;;;1300000;1300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014454;1;2;1;VENTA AL POR MAYOR Y TIENDA TIENDA DE BEBIDAS DE FRUTAS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;2;5;;2;;2;;;;2;2;1;6;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;1;8;10;3;1;1;23;6;4721;5221;47;;03;20220311;23;1;183.96224226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014454;1;3;1;EDUCACION DESDE PREESCOLAR HASTA PRIMARIA;1;2;2;3;1;;1;2;2;1;1;3;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117200;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;6;7;;1;;1;1;1;1;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;1;1;23;1;8530;2330;85;1000000;03;20220311;23;1;183.96224226;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014455;1;1;1;INSTALACION DE REDES ELECTRICAS INTERNAS;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;1;1;12;48;;;48;;;1;2;;2;;2;;;;2;2;1;0;6;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;23;4;4321;7411;43;1000000;03;20220311;23;1;110.64729472;;;;;2;;;;;3;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014455;1;2;1;VENTA AL POR MAYOR DE MATERIAL RECICLABLE;1;2;1;;1;;1;2;2;1;2;36;;1;1;9;2;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;3;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;15;3;1;1;23;1;4752;5230;47;1000000;03;20220311;23;1;110.64729472;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014455;1;3;1;EDUCACION DESDE PREESCOLAR A MEDIA;1;2;2;11;1;;1;2;2;1;2;3;;1;1;9;9;2;1200000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;48;;;48;;;7;7;;1;;1;1;1;0;1;2;1;1;4;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;1;1;23;1;8530;2330;85;1200000;03;20220311;23;1;110.64729472;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014456;1;1;1;INSTALACIONES ELECTRICAS INTERNAS;2;;;;;;;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;5;1;12;40;;;40;;;1;2;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;1;1;13;20;8;1;1;23;4;4321;7411;43;1000000;03;20220311;23;1;245.99676248;;;;;2;;;;;2;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014457;1;1;1;ASESORIAS EN SISTEMA DE SEGURIDAD Y SALUD EN EL TRABAJO;2;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;2;2;;;;;;2;2;;;;;;1800000;1;;3;;1;1;12;48;;;48;;;1;7;;1;;1;1;2;10;1;2;1;0;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;15;3;1;1;23;4;9411;2269;94;1800000;03;20220311;23;1;354.34478967;;;;;2;;;;;2;2000000;2000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014458;1;2;1;COMISIONAR LA VENTA DE GANADO;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;;1;2;2;;;;;;2;2;;;;;;1000000;1;;3;;3;2;12;40;;;40;;;1;8;;3;;2;;;;2;2;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;3;1;1;23;4;4711;3334;47;1000000;03;20220311;23;1;156.75263895;;;;;2;;;;;3;;;1500000;1500000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014460;1;1;1;ADMINISTRACION DE JUSTICIA;1;2;1;;1;;1;1;1;1;1;24;;1;1;1;1;2;7000000;2;;;2;;2;;2;;2;;2;;;2;;;1;180000;2;2;;;2;;;2;;;1;3500000;1;7000000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;10;1;1;1;0;36;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;1;1;23;2;8424;2611;84;7000000;03;20220311;23;1;369.680988;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014464;1;3;1;SUBASTA Y VENTA DE GANADOS;1;2;1;;1;;1;1;2;1;1;36;;1;1;1;1;2;1400000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;1350000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;3;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;1;1;1;23;1;4711;5221;47;1400000;03;20220311;23;1;308.34700297;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014466;1;1;1;PRODUCTOS POR CATALOGOS;2;;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;5;;1;2;2;;;;;;2;2;;;;;;350000;1;;1;;1;1;12;40;;;40;;;1;2;;2;;2;;;;2;2;1;24;180;4;;13;POR COVID;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;8;1;1;23;4;4792;5242;47;350000;03;20220311;23;1;263.04131461;;;;;2;;;;;2;;;400000;400000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014467;1;2;1;VENTA AL POR MENOR DE MEDICAMENTOS FARMACEUTICOS;1;2;1;;1;;2;2;2;1;2;16;;1;1;9;9;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;1;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;23;1;4773;5221;47;1000000;03;20220311;23;1;267.96091553;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014469;1;3;1;HOGAR;1;1;;;1;;1;2;2;2;2;3;;2;2;2;2;2;600000;2;;;1;150000;1;150000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;1;;2;;2;;;;2;2;1;0;36;3;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;5;1;1;23;3;9700;9111;97;900000;03;20220311;23;1;210.57395414;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014470;1;1;1;VENTA DE JUGOS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;650000;1;;3;;1;1;12;48;;;48;;;1;3;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;12;30;3;1;1;23;4;5619;5212;56;650000;03;20220311;23;1;375.46345476;;;;;2;;;;;3;;;1400000;1400000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014470;1;2;1;JUGOS NATURALES;2;;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;850000;1;;3;;1;1;12;48;;;48;;;1;3;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;1;1;11;25;2;1;1;23;4;5619;5212;56;850000;03;20220311;23;1;375.46345476;;;;;2;;;;;3;;;1600000;1600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014472;1;1;1;VENTA AL POR MENOR Y DE FORMA VIRTUAL DE ZAPATOS NUEVOS;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;900000;1;;3;;3;2;12;21;2;;21;;;1;1;;3;;2;;;;2;2;1;0;36;1;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;23;4;4772;5221;47;900000;03;20220311;23;1;267.14411125;;;;;2;;;;;2;;;900000;900000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014472;1;2;1;VENTA AL POR MENOR DE ROPA NUEVA DE FORMA VIRTUAL;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;3;2;12;21;2;;21;;;1;1;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;23;4;4759;5221;47;1200000;03;20220311;23;1;267.14411125;;;;;2;;;;;2;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014473;1;1;1;VENTA AL POR MENOR DE MEKATOS;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;3;2;12;72;;;72;;;1;3;;2;;2;;;;2;2;1;0;36;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;23;4;4711;5221;47;1200000;03;20220311;23;1;243.13157331;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014473;1;2;1;ACTIVIDADES DE DESARROLLO  DE SISTEMAS INFORMATICOS;1;2;1;;1;;1;2;2;1;1;15;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117200;2;1;180000;2;2;;;2;;;2;;;1;450000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;3;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;23;1;6201;5230;62;1000000;03;20220311;23;1;243.13157331;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014473;1;3;1;HOSPEDAJE TEMPORAL DE PERSONAS EN HOTEL;1;1;;;1;;1;2;2;2;2;12;;1;1;1;1;2;800000;2;;;1;90000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;6;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;2;2;2;2;2;2;11;8;3;1;1;23;1;5530;5131;55;890000;03;20220311;23;1;243.13157331;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014474;1;1;1;HOGAR;1;1;;;1;;1;2;2;2;2;60;;2;2;2;2;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;2;4;;2;;2;;;;2;2;1;2;40;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;8;2;1;1;23;3;9700;8324;97;900000;03;20220311;23;1;203.51920055;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014477;1;1;1;ATENCION Y CUIDADO DE MENORES;1;2;1;;2;4;1;2;2;1;2;420;;1;1;9;9;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;1;;1;;2;;;;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;23;1;8621;5311;86;1000000;03;20220311;23;1;278.2445422;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014477;1;3;1;VENTA AL POR MAYOR DE BANANO;1;1;;;1;;1;2;2;2;2;18;;2;2;2;2;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;1;1;23;1;4721;9321;47;600000;03;20220311;23;1;278.2445422;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014477;1;4;1;REPARACION Y MANTENIMIENTO DE CARROS;1;1;;;1;;2;2;2;2;2;12;;2;2;2;2;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;12;15;3;1;1;23;1;4520;5141;45;700000;03;20220311;23;1;278.2445422;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014478;1;1;1;SERVICIO DE TELECOMUNICACIONES;1;2;1;;1;;1;2;2;1;2;24;;1;1;9;9;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;908526;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;6;;1;;1;1;1;2;1;1;1;0;6;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;23;1;6190;3512;61;1000000;03;20220311;23;1;188.41108013;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014478;1;2;1;AMENIZACION DE EVENTOS SOCIALES;1;1;;;1;;2;2;2;2;2;12;;9;9;2;2;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;3;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;15;3;1;1;23;1;9329;7352;93;500000;03;20220311;23;1;188.41108013;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014479;1;2;1;LAVAR CARROS A PARTICULARES;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;300000;1;;3;;3;2;12;48;;;48;;;1;6;;3;;2;;;;2;2;1;0;3;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;5;1;1;23;4;5229;9122;52;300000;03;20220311;23;1;218.28503332;;;;;2;;;;;2;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014480;1;1;1;HACER DOMICILIOS A PARTICULARES;2;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;600000;1;;3;;3;2;12;72;;;72;;;1;4;;2;;2;;;;2;2;1;0;36;1;;1;;2;;;;;;2;;;;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;2;2;2;14;;2;1;1;23;4;5320;4412;53;600000;03;20220311;23;1;487.67487672;;;;;2;;;;;2;;;600000;600000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014481;1;1;1;ACTIVIDADES LEGISLATIVAS;1;2;2;48;1;;1;2;2;2;2;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;2;2;;;;;;1;2;;;;;;1800000;1;;3;;4;1;12;40;;;40;;;10;7;;1;;1;2;2;12;1;2;1;0;48;2;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;8;15;2;1;1;23;4;9492;2611;94;1800000;03;20220311;23;1;197.41461817;;;;;2;;;;;1;3000000;3000000;;;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014481;1;2;1;ADMINISTRACION MUNICIPAL;1;2;1;;1;;1;1;1;1;1;24;;1;1;1;1;2;3600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1800000;1;1800000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;4;1;1;1;3;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;1;1;1;23;2;8412;2642;84;3600000;03;20220311;23;1;197.41461817;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014481;1;4;1;HOGAR;1;1;;;1;;1;2;2;2;2;12;;2;2;2;2;2;600000;2;;;1;200000;1;200000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;1;1;;2;;2;;;;2;2;1;5;24;3;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;14;;2;1;1;23;3;9700;9111;97;1000000;03;20220311;23;1;197.41461817;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014483;1;1;1;ADMINISTRACION PUBLICA MUNICIPAL;1;2;1;;1;;1;1;1;1;1;300;;1;1;1;1;2;3200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1600000;1;1600000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;10;7;;1;;1;2;1;25;1;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;10;1;1;1;23;2;8412;5412;84;3200000;03;20220311;23;1;537.70357201;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014485;1;1;1;COMIDAS;1;1;;;1;;2;2;2;2;2;36;;1;1;1;2;2;400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;4;4;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;15;2;1;1;23;1;5619;4412;56;400000;03;20220311;23;1;287.44100352;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014487;1;2;1;CONSTRUCCION;1;1;;;1;;1;2;2;2;2;3;;2;2;2;2;2;650000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;40;;;40;;;2;9;;2;;2;;;;2;2;1;3;2;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;2;1;13;10;2;1;1;23;1;4111;9313;41;650000;03;20220311;23;1;117.22953767;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014487;1;4;1;CONSTRUCCION;1;1;;;1;;1;2;2;2;2;2;;2;2;2;2;2;650000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;48;;;48;;;3;9;;2;;2;;;;2;2;1;3;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;15;2;1;1;23;1;4111;9313;41;650000;03;20220311;23;1;117.22953767;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7014487;1;5;1;CONSTRUCCION;1;1;;;1;;1;2;2;2;2;2;;2;2;2;2;2;600000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;3;9;;2;;2;;;;2;2;1;2;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;11;10;2;1;1;23;1;4111;9313;41;600000;03;20220311;23;1;117.22953767;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
